"model","node","Parameter","Cohens_f_partial","CI","CI_low","CI_high","tract"
"79",80,"timeintervention",0.208601114526027,0.9,0,0.383434203860863,"Right_IFOF"
"8",9,"time",0.0344866546210456,0.9,0,0.0516740151060899,"Right_IFOF"
"8",9,"intervention",0.383373192825546,0.9,0.163268812395513,0.561162304751108,"Right_IFOF"
"8",9,"mean_RMSt",0.106626885312568,0.9,0,0.246643540614287,"Right_IFOF"
"8",9,"timeintervention",0.132859590954269,0.9,0,0.287280875100408,"Right_IFOF"
"80",81,"time",0.252069004420747,0.9,0.0440010121353006,0.449496264660516,"Right_IFOF"
"80",81,"intervention",0.0874132850750135,0.9,0,0.221339025211362,"Right_IFOF"
"80",81,"mean_RMSt",0.184126375600485,0.9,0.0188632972142025,0.334823462720266,"Right_IFOF"
"80",81,"timeintervention",0.166138866064022,0.9,0,0.334088616277537,"Right_IFOF"
"81",82,"time",0.290854417598375,0.9,0.090276383661944,0.488483065341755,"Right_IFOF"
"81",82,"intervention",0.103909715368545,0.9,0,0.247160906360926,"Right_IFOF"
"81",82,"mean_RMSt",0.208374449351859,0.9,0.0565259672738413,0.357740913537463,"Right_IFOF"
"81",82,"timeintervention",0.172295772482663,0.9,0,0.340930722749227,"Right_IFOF"
"82",83,"time",0.270320722594641,0.9,0.0696698857079579,0.466402790314752,"Right_IFOF"
"82",83,"intervention",0.0811144935011905,0.9,0,0.210549820886217,"Right_IFOF"
"82",83,"mean_RMSt",0.156008463703095,0.9,0,0.301439549328621,"Right_IFOF"
"82",83,"timeintervention",0.19954262208673,0.9,0,0.371655744957397,"Right_IFOF"
"83",84,"time",0.19827410796699,0.9,0,0.39078387180611,"Right_IFOF"
"83",84,"intervention",0.108615142682095,0.9,0,0.254557143693683,"Right_IFOF"
"83",84,"mean_RMSt",0.075514327227775,0.9,0,0.216845320391237,"Right_IFOF"
"83",84,"timeintervention",0.179870190829284,0.9,0,0.347648371022489,"Right_IFOF"
"84",85,"time",0.137938754113743,0.9,0,0.327281530119779,"Right_IFOF"
"84",85,"intervention",0.167439557265438,0.9,0,0.327777244626168,"Right_IFOF"
"84",85,"mean_RMSt",0.0390041445903903,0.9,0,0.174395392001406,"Right_IFOF"
"84",85,"timeintervention",0.117044463644751,0.9,0,0.268629999539566,"Right_IFOF"
"85",86,"time",0.104851189144362,0.9,0,0.291780484265076,"Right_IFOF"
"85",86,"intervention",0.185533687167354,0.9,0,0.347078377985569,"Right_IFOF"
"85",86,"mean_RMSt",0.0569542659951692,0.9,0,0.196066758851352,"Right_IFOF"
"85",86,"timeintervention",0.0493001511107999,0.9,0,0.0738702196900637,"Right_IFOF"
"86",87,"time",0.0474855854464202,0.9,0,0.228295455413579,"Right_IFOF"
"86",87,"intervention",0.14480393291783,0.9,0,0.300218647774091,"Right_IFOF"
"86",87,"mean_RMSt",0.0923817353331457,0.9,0,0.234380696542502,"Right_IFOF"
"86",87,"timeintervention",0.0777728277874789,0.9,0,0.205632440364339,"Right_IFOF"
"87",88,"time",0.0346043132916096,0.9,0,0.210424653025559,"Right_IFOF"
"87",88,"intervention",0.163622463408645,0.9,0,0.325772155686177,"Right_IFOF"
"87",88,"mean_RMSt",0.122775071555833,0.9,0,0.267184644446845,"Right_IFOF"
"87",88,"timeintervention",0.125794831356372,0.9,0,0.284620158269547,"Right_IFOF"
"88",89,"time",0.0857477678837951,0.9,0,0.284368439673921,"Right_IFOF"
"88",89,"intervention",0.223055324271363,0.9,0,0.39657138318602,"Right_IFOF"
"88",89,"mean_RMSt",0.135152955085414,0.9,0,0.277964041467952,"Right_IFOF"
"88",89,"timeintervention",0.0966023869927536,0.9,0,0.243663050457026,"Right_IFOF"
"89",90,"time",0.113144454883693,0.9,0,0.310982085041451,"Right_IFOF"
"89",90,"intervention",0.22918246145536,0.9,0,0.401152076196481,"Right_IFOF"
"89",90,"mean_RMSt",0.143707699757749,0.9,0,0.288912286196518,"Right_IFOF"
"89",90,"timeintervention",0.110351001260932,0.9,0,0.264104366292405,"Right_IFOF"
"9",10,"time",0.147658664294733,0.9,0,0.333149948481944,"Right_IFOF"
"9",10,"intervention",0.371497790188973,0.9,0.152791227992613,0.547033236594152,"Right_IFOF"
"9",10,"mean_RMSt",0.131132899893355,0.9,0,0.271812156691764,"Right_IFOF"
"9",10,"timeintervention",0.0799556672417747,0.9,0,0.208500324127743,"Right_IFOF"
"90",91,"time",0.127670017068537,0.9,0,0.321922521323114,"Right_IFOF"
"90",91,"intervention",0.164618827611633,0.9,0,0.324074535569639,"Right_IFOF"
"90",91,"mean_RMSt",0.166390617902123,0.9,0,0.314574161921867,"Right_IFOF"
"90",91,"timeintervention",0.102106081445144,0.9,0,0.24953739220436,"Right_IFOF"
"91",92,"time",0.117350826389693,0.9,0,0.308927360226119,"Right_IFOF"
"91",92,"intervention",0.114838012659427,0.9,0,0.260607367866802,"Right_IFOF"
"91",92,"mean_RMSt",0.196723827255211,0.9,0.0422217277164981,0.346346803830362,"Right_IFOF"
"91",92,"timeintervention",0.0771128889034729,0.9,0,0.204583746768009,"Right_IFOF"
"92",93,"time",0.0958255960579664,0.9,0,0.285694627000661,"Right_IFOF"
"92",93,"intervention",0.112316448504573,0.9,0,0.256788071005559,"Right_IFOF"
"92",93,"mean_RMSt",0.210928009530681,0.9,0.0597714040566049,0.320462395892974,"Right_IFOF"
"92",93,"timeintervention",0.149880568491671,0.9,0,0.311074090636577,"Right_IFOF"
"93",94,"time",0.0445816757437816,0.9,0,0.223918965571319,"Right_IFOF"
"93",94,"intervention",0.109286542346052,0.9,0,0.253003164589359,"Right_IFOF"
"93",94,"mean_RMSt",0.204819662863542,0.9,0.0554892307799837,0.35172445079679,"Right_IFOF"
"93",94,"timeintervention",0.19084275820659,0.9,0,0.358779332195665,"Right_IFOF"
"94",95,"time",0.0359228569637784,0.9,0,0.209330566489297,"Right_IFOF"
"94",95,"intervention",0.0885484906670666,0.9,0,0.222802104286169,"Right_IFOF"
"94",95,"mean_RMSt",0.175459776876904,0.9,0.0150111092791861,0.320021273825395,"Right_IFOF"
"94",95,"timeintervention",0.170982905644546,0.9,0,0.336667650040051,"Right_IFOF"
"95",96,"time",0.0250883859576401,0.9,0,0.182479647242558,"Right_IFOF"
"95",96,"intervention",0.0654734358903684,0.9,0,0.177200083295294,"Right_IFOF"
"95",96,"mean_RMSt",0.134578411097131,0.9,0,0.276111959233213,"Right_IFOF"
"95",96,"timeintervention",0.126623968046551,0.9,0,0.281731485802851,"Right_IFOF"
"96",97,"time",0.0832474891978982,0.9,0,0.269725177065843,"Right_IFOF"
"96",97,"intervention",0.070137041663584,0.9,0,0.18804559655025,"Right_IFOF"
"96",97,"mean_RMSt",0.142712914146887,0.9,0,0.283172265462582,"Right_IFOF"
"96",97,"timeintervention",0.152094548324623,0.9,0,0.312222001093254,"Right_IFOF"
"97",98,"time",0.0874916576994063,0.9,0,0.278847775263111,"Right_IFOF"
"97",98,"intervention",0.0568129438822558,0.9,0,0.152823721648039,"Right_IFOF"
"97",98,"mean_RMSt",0.259298218580528,0.9,0.110861277904176,0.406723332661626,"Right_IFOF"
"97",98,"timeintervention",0.237649642328696,0.9,0,0.412959239566892,"Right_IFOF"
"98",99,"time",0.146946598503524,0.9,0,0.33326622893437,"Right_IFOF"
"98",99,"intervention",0.0957883136059222,0.9,0,0.143527020449899,"Right_IFOF"
"98",99,"mean_RMSt",0.268487120263764,0.9,0.123973297420366,0.412024873026254,"Right_IFOF"
"98",99,"timeintervention",0.320015982410734,0.9,0.0810275413168759,0.497012683097076,"Right_IFOF"
"1",2,"time",0.0453937126916432,0.9,0,0.22066819206457,"Left_ILF"
"1",2,"intervention",0.0705702249240414,0.9,0,0.188315781424424,"Left_ILF"
"1",2,"mean_RMSt",0.0525405037577231,0.9,0,0.190843920621798,"Left_ILF"
"1",2,"timeintervention",0.231481517833823,0.9,0,0.346846617225074,"Left_ILF"
"10",11,"time",0.0562764263630981,0.9,0,0.231896139689853,"Left_ILF"
"10",11,"intervention",0.116786331964665,0.9,0,0.261518524293928,"Left_ILF"
"10",11,"mean_RMSt",0.0671926851215345,0.9,0,0.20444148983027,"Left_ILF"
"10",11,"timeintervention",0.189242670075826,0.9,0,0.350072589280322,"Left_ILF"
"11",12,"time",0.00849406826419248,0.9,0,0.0709228726256266,"Left_ILF"
"11",12,"intervention",0.169383980489007,0.9,0,0.325169340923125,"Left_ILF"
"11",12,"mean_RMSt",0.0833932759676626,0.9,0,0.221165742136586,"Left_ILF"
"11",12,"timeintervention",0.22456794512307,0.9,0,0.389415786323241,"Left_ILF"
"12",13,"time",0.029381695495882,0.9,0,0.188974385446748,"Left_ILF"
"12",13,"intervention",0.218465219630693,0.9,0,0.380057840651704,"Left_ILF"
"12",13,"mean_RMSt",0.0940739113646858,0.9,0,0.232178046927738,"Left_ILF"
"12",13,"timeintervention",0.249568985994193,0.9,0,0.417000201638544,"Left_ILF"
"13",14,"time",0.0271009914575391,0.9,0,0.182973363742652,"Left_ILF"
"13",14,"intervention",0.243732942271085,0.9,0,0.407361359625558,"Left_ILF"
"13",14,"mean_RMSt",0.117465268476405,0.9,0,0.256258661504406,"Left_ILF"
"13",14,"timeintervention",0.281661631358045,0.9,0.00757031530932713,0.452072139902007,"Left_ILF"
"14",15,"time",0.0055238373878637,0.9,0,0,"Left_ILF"
"14",15,"intervention",0.239279305130966,0.9,0,0.402357021093339,"Left_ILF"
"14",15,"mean_RMSt",0.145100816156498,0.9,0,0.285382068244069,"Left_ILF"
"14",15,"timeintervention",0.316992157940314,0.9,0.0834668235242888,0.490977662944616,"Left_ILF"
"15",16,"time",0.0370885600499382,0.9,0,0.205822566241928,"Left_ILF"
"15",16,"intervention",0.200499475559171,0.9,0,0.300423832986197,"Left_ILF"
"15",16,"mean_RMSt",0.151777821537352,0.9,0,0.293073394393073,"Left_ILF"
"15",16,"timeintervention",0.333599813456984,0.9,0.103784083958147,0.509421160415413,"Left_ILF"
"16",17,"time",0.0432737406836228,0.9,0,0.216434111710183,"Left_ILF"
"16",17,"intervention",0.157590291778728,0.9,0,0.311248835742634,"Left_ILF"
"16",17,"mean_RMSt",0.139055301922578,0.9,0,0.280069720442415,"Left_ILF"
"16",17,"timeintervention",0.311777500961779,0.9,0.0737049217507574,0.486292907498998,"Left_ILF"
"17",18,"time",0.0185046532036122,0.9,0,0.155683754643571,"Left_ILF"
"17",18,"intervention",0.113590977006456,0.9,0,0.257135205232818,"Left_ILF"
"17",18,"mean_RMSt",0.121872061057582,0.9,0,0.262534293779229,"Left_ILF"
"17",18,"timeintervention",0.281818974498697,0.9,0,0.454253245316457,"Left_ILF"
"18",19,"time",0.0104272427995046,0.9,0,0.0156239359594155,"Left_ILF"
"18",19,"intervention",0.0709251050747606,0.9,0,0.188634971543467,"Left_ILF"
"18",19,"mean_RMSt",0.10838676605548,0.9,0,0.249550545723236,"Left_ILF"
"18",19,"timeintervention",0.264265627213211,0.9,0,0.435844079396943,"Left_ILF"
"19",20,"time",0.00047147374479975,0.9,0,0,"Left_ILF"
"19",20,"intervention",0.0642183722922206,0.9,0,0.173579567166135,"Left_ILF"
"19",20,"mean_RMSt",0.0869963266425499,0.9,0,0.22839682498179,"Left_ILF"
"19",20,"timeintervention",0.240550507914262,0.9,0,0.410229032259606,"Left_ILF"
"2",3,"time",0.0552935241653432,0.9,0,0.239685211582377,"Left_ILF"
"2",3,"intervention",0.179225297286706,0.9,0,0.340995865314754,"Left_ILF"
"2",3,"mean_RMSt",0.039198049587176,0.9,0,0.176533165963496,"Left_ILF"
"2",3,"timeintervention",0.104148204005214,0.9,0,0.251261447369549,"Left_ILF"
"20",21,"time",0.0159677625808395,0.9,0,0.143498176777622,"Left_ILF"
"20",21,"intervention",0.0750735398568073,0.9,0,0.197014266770918,"Left_ILF"
"20",21,"mean_RMSt",0.0681300344799129,0.9,0,0.208680986463528,"Left_ILF"
"20",21,"timeintervention",0.213134325585444,0.9,0,0.379888348479149,"Left_ILF"
"21",22,"time",0.0348641303397661,0.9,0,0.195445845854502,"Left_ILF"
"21",22,"intervention",0.0821246439462542,0.9,0,0.210027225262265,"Left_ILF"
"21",22,"mean_RMSt",0.0505515974476692,0.9,0,0.188987158099878,"Left_ILF"
"21",22,"timeintervention",0.199013495607141,0.9,0,0.363874296881729,"Left_ILF"
"22",23,"time",0.0734353365943341,0.9,0,0.254872437440466,"Left_ILF"
"22",23,"intervention",0.0748609868810057,0.9,0,0.196633676191862,"Left_ILF"
"22",23,"mean_RMSt",0.028127216538345,0.9,0,0.156881328790976,"Left_ILF"
"22",23,"timeintervention",0.186959575801696,0.9,0,0.349822820754574,"Left_ILF"
"23",24,"time",0.102854472421213,0.9,0,0.285751658954437,"Left_ILF"
"23",24,"intervention",0.0415063069736243,0.9,0,0.0877742334128823,"Left_ILF"
"23",24,"mean_RMSt",0.0152422486705187,0.9,0,0.123231715717762,"Left_ILF"
"23",24,"timeintervention",0.159443865228449,0.9,0,0.318004817730934,"Left_ILF"
"24",25,"time",0.123311521059079,0.9,0,0.307256759452757,"Left_ILF"
"24",25,"intervention",0.00972582914228643,0.9,0,0,"Left_ILF"
"24",25,"mean_RMSt",0.0139068022987334,0.9,0,0.117581184740156,"Left_ILF"
"24",25,"timeintervention",0.140434925043048,0.9,0,0.295713669747953,"Left_ILF"
"25",26,"time",0.141692259315067,0.9,0,0.327391992296898,"Left_ILF"
"25",26,"intervention",0.0299415984775359,0.9,0,0,"Left_ILF"
"25",26,"mean_RMSt",0.0207766768473355,0.9,0,0.1409332912094,"Left_ILF"
"25",26,"timeintervention",0.139133669973775,0.9,0,0.295168884141708,"Left_ILF"
"26",27,"time",0.156341176594919,0.9,0,0.343157266931981,"Left_ILF"
"26",27,"intervention",0.0412311032158179,0.9,0,0.0834277094003367,"Left_ILF"
"26",27,"mean_RMSt",0.0287812533619973,0.9,0,0.158635544343265,"Left_ILF"
"26",27,"timeintervention",0.150066716012593,0.9,0,0.309150047388335,"Left_ILF"
"27",28,"time",0.161960604302726,0.9,0,0.34952256342479,"Left_ILF"
"27",28,"intervention",0.0401510330038886,0.9,0,0.074984453275635,"Left_ILF"
"27",28,"mean_RMSt",0.0365142642236891,0.9,0,0.171805470802504,"Left_ILF"
"27",28,"timeintervention",0.167926784589418,0.9,0,0.330767423025247,"Left_ILF"
"28",29,"time",0.152427730614628,0.9,0,0.340681711518232,"Left_ILF"
"28",29,"intervention",0.0411971573173897,0.9,0,0.0827963342454827,"Left_ILF"
"28",29,"mean_RMSt",0.0363233038633614,0.9,0,0.172080065517997,"Left_ILF"
"28",29,"timeintervention",0.178612983668379,0.9,0,0.343740624201211,"Left_ILF"
"29",30,"time",0.130518916116004,0.9,0,0.319465113992683,"Left_ILF"
"29",30,"intervention",0.0394749051550641,0.9,0,0.0677329314048994,"Left_ILF"
"29",30,"mean_RMSt",0.0333533279214156,0.9,0,0.168239452431051,"Left_ILF"
"29",30,"timeintervention",0.181652931109429,0.9,0,0.347936016767598,"Left_ILF"
"3",4,"time",0.0580530916608939,0.9,0,0.247841547717791,"Left_ILF"
"3",4,"intervention",0.222380222162892,0.9,0,0.39169489646296,"Left_ILF"
"3",4,"mean_RMSt",0.0998336970576145,0.9,0,0.245296206589259,"Left_ILF"
"3",4,"timeintervention",0.074525723045143,0.9,0,0.200079783409795,"Left_ILF"
"30",31,"time",0.104266601185253,0.9,0,0.293700264965486,"Left_ILF"
"30",31,"intervention",0.039416784189162,0.9,0,0.0664384039708975,"Left_ILF"
"30",31,"mean_RMSt",0.0306465514300327,0.9,0,0.164465204956042,"Left_ILF"
"30",31,"timeintervention",0.178309304807897,0.9,0,0.344786186841916,"Left_ILF"
"31",32,"time",0.0748022007878517,0.9,0,0.263016044645115,"Left_ILF"
"31",32,"intervention",0.0447506046806154,0.9,0,0.104338130630943,"Left_ILF"
"31",32,"mean_RMSt",0.0342186594015805,0.9,0,0.170601025046816,"Left_ILF"
"31",32,"timeintervention",0.173224407388743,0.9,0,0.339316443516841,"Left_ILF"
"32",33,"time",0.039208679994491,0.9,0,0.0587493900057431,"Left_ILF"
"32",33,"intervention",0.0560707500194308,0.9,0,0.15101282904844,"Left_ILF"
"32",33,"mean_RMSt",0.0382203534114854,0.9,0,0.176059282959383,"Left_ILF"
"32",33,"timeintervention",0.16517570495759,0.9,0,0.329718475966957,"Left_ILF"
"33",34,"time",0.0225423715070703,0.9,0,0.173933175616605,"Left_ILF"
"33",34,"intervention",0.0733617019592832,0.9,0,0.194584879555064,"Left_ILF"
"33",34,"mean_RMSt",0.0276309410840322,0.9,0,0.0414015706266981,"Left_ILF"
"33",34,"timeintervention",0.133180557967517,0.9,0,0.290071884652319,"Left_ILF"
"34",35,"time",0.0192297213164722,0.9,0,0.160712769838291,"Left_ILF"
"34",35,"intervention",0.0867738215435053,0.9,0,0.219212866337791,"Left_ILF"
"34",35,"mean_RMSt",0.0198510897467247,0.9,0,0.139805293965519,"Left_ILF"
"34",35,"timeintervention",0.0965527034727552,0.9,0,0.238383878706363,"Left_ILF"
"35",36,"time",0.0246313773969826,0.9,0,0.180109190767313,"Left_ILF"
"35",36,"intervention",0.112700919696151,0.9,0,0.257738929486894,"Left_ILF"
"35",36,"mean_RMSt",0.0255553549415825,0.9,0,0.153742573075519,"Left_ILF"
"35",36,"timeintervention",0.0770791369678974,0.9,0,0.203830342813132,"Left_ILF"
"36",37,"time",0.0297167463275534,0.9,0,0.194320487071275,"Left_ILF"
"36",37,"intervention",0.153942774229345,0.9,0,0.309348604219058,"Left_ILF"
"36",37,"mean_RMSt",0.043952037118087,0.9,0,0.18377654556982,"Left_ILF"
"36",37,"timeintervention",0.0674987930287301,0.9,0,0.18264949422344,"Left_ILF"
"37",38,"time",0.0469731136032467,0.9,0,0.234919226527393,"Left_ILF"
"37",38,"intervention",0.192156615456226,0.9,0,0.353247581782862,"Left_ILF"
"37",38,"mean_RMSt",0.0620678011725364,0.9,0,0.206279089251084,"Left_ILF"
"37",38,"timeintervention",0.0607788820634751,0.9,0,0.164566566145009,"Left_ILF"
"38",39,"time",0.07948327758663,0.9,0,0.267957674817319,"Left_ILF"
"38",39,"intervention",0.223599177577586,0.9,0,0.388123236069698,"Left_ILF"
"38",39,"mean_RMSt",0.0716756363393883,0.9,0,0.217755485704818,"Left_ILF"
"38",39,"timeintervention",0.0678011445999328,0.9,0,0.183503099842853,"Left_ILF"
"39",40,"time",0.107583774425793,0.9,0,0.298115544794903,"Left_ILF"
"39",40,"intervention",0.244685291958487,0.9,0,0.411365267125743,"Left_ILF"
"39",40,"mean_RMSt",0.081508905387043,0.9,0,0.22890807870002,"Left_ILF"
"39",40,"timeintervention",0.0674889959244317,0.9,0,0.182778776384133,"Left_ILF"
"4",5,"time",0.093286005298726,0.9,0,0.139777618857378,"Left_ILF"
"4",5,"intervention",0.191292613000793,0.9,0,0.359617393107512,"Left_ILF"
"4",5,"mean_RMSt",0.153190000816834,0.9,0,0.300353986220569,"Left_ILF"
"4",5,"timeintervention",0.0636066330270699,0.9,0,0.172019696634264,"Left_ILF"
"40",41,"time",0.112355177615431,0.9,0,0.303758765676603,"Left_ILF"
"40",41,"intervention",0.249850285650795,0.9,0,0.417235857127265,"Left_ILF"
"40",41,"mean_RMSt",0.0983377538206378,0.9,0,0.247014840079949,"Left_ILF"
"40",41,"timeintervention",0.0618505305505922,0.9,0,0.0926754214089693,"Left_ILF"
"41",42,"time",0.121563156631104,0.9,0,0.31411182312373,"Left_ILF"
"41",42,"intervention",0.244208562588334,0.9,0,0.411212410713157,"Left_ILF"
"41",42,"mean_RMSt",0.112726082427193,0.9,0,0.263471134627034,"Left_ILF"
"41",42,"timeintervention",0.0563782494865354,0.9,0,0.1498999713242,"Left_ILF"
"42",43,"time",0.147541447118555,0.9,0,0.340779897079425,"Left_ILF"
"42",43,"intervention",0.22600124994641,0.9,0,0.391100277015187,"Left_ILF"
"42",43,"mean_RMSt",0.10883024027156,0.9,0,0.260957748103927,"Left_ILF"
"42",43,"timeintervention",0.0481300221439494,0.9,0,0.114458421684319,"Left_ILF"
"43",44,"time",0.185098846774638,0.9,0,0.379097230094533,"Left_ILF"
"43",44,"intervention",0.213573531979867,0.9,0,0.377328140103528,"Left_ILF"
"43",44,"mean_RMSt",0.103035423452379,0.9,0,0.256029019587225,"Left_ILF"
"43",44,"timeintervention",0.0448894592746694,0.9,0,0.0948631492668339,"Left_ILF"
"44",45,"time",0.204202821586902,0.9,0,0.398063752595022,"Left_ILF"
"44",45,"intervention",0.202385265441367,0.9,0,0.364738071601123,"Left_ILF"
"44",45,"mean_RMSt",0.105334232850253,0.9,0,0.258529091258454,"Left_ILF"
"44",45,"timeintervention",0.0577283232298347,0.9,0,0.154500782169892,"Left_ILF"
"45",46,"time",0.222896280630983,0.9,0,0.416730444298515,"Left_ILF"
"45",46,"intervention",0.196933424589261,0.9,0,0.358436045151513,"Left_ILF"
"45",46,"mean_RMSt",0.112843544756607,0.9,0,0.265106903431027,"Left_ILF"
"45",46,"timeintervention",0.0714185649635492,0.9,0,0.19236386688912,"Left_ILF"
"46",47,"time",0.221539928931342,0.9,0,0.414188504191706,"Left_ILF"
"46",47,"intervention",0.195983234413281,0.9,0,0.35725976737564,"Left_ILF"
"46",47,"mean_RMSt",0.113172231581013,0.9,0,0.263083052921698,"Left_ILF"
"46",47,"timeintervention",0.0762510633711399,0.9,0,0.202801532565393,"Left_ILF"
"47",48,"time",0.202817675635948,0.9,0,0.394057720713221,"Left_ILF"
"47",48,"intervention",0.188370490002998,0.9,0,0.348689499302835,"Left_ILF"
"47",48,"mean_RMSt",0.102773501771512,0.9,0,0.25019460273634,"Left_ILF"
"47",48,"timeintervention",0.0716635691534117,0.9,0,0.192632205025295,"Left_ILF"
"48",49,"time",0.180708680492297,0.9,0,0.37072496201808,"Left_ILF"
"48",49,"intervention",0.177653020132418,0.9,0,0.342997450798753,"Left_ILF"
"48",49,"mean_RMSt",0.0978180742678511,0.9,0,0.243135572089248,"Left_ILF"
"48",49,"timeintervention",0.0699904272365726,0.9,0,0.18867161216059,"Left_ILF"
"49",50,"time",0.162325211105961,0.9,0,0.351088336443499,"Left_ILF"
"49",50,"intervention",0.175865510580103,0.9,0,0.334566532640124,"Left_ILF"
"49",50,"mean_RMSt",0.0849253088586904,0.9,0,0.228309212393197,"Left_ILF"
"49",50,"timeintervention",0.0655725391145124,0.9,0,0.177779798558304,"Left_ILF"
"5",6,"time",0.13055368197767,0.9,0,0.332191675241025,"Left_ILF"
"5",6,"intervention",0.181707495596637,0.9,0,0.35066784340905,"Left_ILF"
"5",6,"mean_RMSt",0.130405125095138,0.9,0,0.275294842972075,"Left_ILF"
"5",6,"timeintervention",0.0745525177558309,0.9,0,0.200800301742275,"Left_ILF"
"50",51,"time",0.15306837833463,0.9,0,0.341046324924694,"Left_ILF"
"50",51,"intervention",0.182541785361855,0.9,0,0.342165566891985,"Left_ILF"
"50",51,"mean_RMSt",0.0680175937513473,0.9,0,0.209841737592611,"Left_ILF"
"50",51,"timeintervention",0.06420984693077,0.9,0,0.174207422460492,"Left_ILF"
"51",52,"time",0.154563180381456,0.9,0,0.342713484228265,"Left_ILF"
"51",52,"intervention",0.186535700053327,0.9,0,0.34662238668874,"Left_ILF"
"51",52,"mean_RMSt",0.0510385553150795,0.9,0,0.191615000321925,"Left_ILF"
"51",52,"timeintervention",0.0597404652306657,0.9,0,0.161616411780648,"Left_ILF"
"52",53,"time",0.180545781117454,0.9,0,0.369440171806447,"Left_ILF"
"52",53,"intervention",0.183214521625917,0.9,0,0.342835202556097,"Left_ILF"
"52",53,"mean_RMSt",0.0355638016657524,0.9,0,0.172226663115112,"Left_ILF"
"52",53,"timeintervention",0.0692212318587765,0.9,0,0.184440318565927,"Left_ILF"
"53",54,"time",0.219847784128772,0.9,0,0.409421226578324,"Left_ILF"
"53",54,"intervention",0.172584963383393,0.9,0,0.330707984146014,"Left_ILF"
"53",54,"mean_RMSt",0.0260806318754427,0.9,0,0.155771469993103,"Left_ILF"
"53",54,"timeintervention",0.0976061186542524,0.9,0,0.146250777999478,"Left_ILF"
"54",55,"time",0.246943460450282,0.9,0.0499380045832376,0.436285631541571,"Left_ILF"
"54",55,"intervention",0.166154138708595,0.9,0,0.323175576183729,"Left_ILF"
"54",55,"mean_RMSt",0.0227288749162312,0.9,0,0.147722652856211,"Left_ILF"
"54",55,"timeintervention",0.111852619217811,0.9,0,0.260662257748704,"Left_ILF"
"55",56,"time",0.257943831206881,0.9,0.0653037395043388,0.446124634518657,"Left_ILF"
"55",56,"intervention",0.174108075782578,0.9,0,0.331968468329205,"Left_ILF"
"55",56,"mean_RMSt",0.0201277223984523,0.9,0,0.141155845647026,"Left_ILF"
"55",56,"timeintervention",0.0987193724800997,0.9,0,0.240787142245693,"Left_ILF"
"56",57,"time",0.26801744646667,0.9,0.0777896333474017,0.455173039502405,"Left_ILF"
"56",57,"intervention",0.197640753619071,0.9,0,0.358205554954304,"Left_ILF"
"56",57,"mean_RMSt",0.0212031206867205,0.9,0,0.142479950267624,"Left_ILF"
"56",57,"timeintervention",0.0773249642323277,0.9,0,0.203505011165265,"Left_ILF"
"57",58,"time",0.276355418127792,0.9,0.0870066982983059,0.463185073749533,"Left_ILF"
"57",58,"intervention",0.226914659095833,0.9,0,0.390403659040869,"Left_ILF"
"57",58,"mean_RMSt",0.0274324031413238,0.9,0,0.155843530012053,"Left_ILF"
"57",58,"timeintervention",0.0522802982306753,0.9,0,0.137140687117022,"Left_ILF"
"58",59,"time",0.287430176835528,0.9,0.0975344234247389,0.475107564692194,"Left_ILF"
"58",59,"intervention",0.258264447178854,0.9,0,0.424766461146588,"Left_ILF"
"58",59,"mean_RMSt",0.0412076836685967,0.9,0,0.177456719257177,"Left_ILF"
"58",59,"timeintervention",0.0424603041506579,0.9,0,0.0864083745104127,"Left_ILF"
"59",60,"time",0.296455422983729,0.9,0.105056752444235,0.48570763924265,"Left_ILF"
"59",60,"intervention",0.286087207071909,0.9,0.0375484065787338,0.455286613644342,"Left_ILF"
"59",60,"mean_RMSt",0.0599320020331372,0.9,0,0.200339423358198,"Left_ILF"
"59",60,"timeintervention",0.042035505620223,0.9,0,0.0814700808759083,"Left_ILF"
"6",7,"time",0.138497409471052,0.9,0,0.337369926106481,"Left_ILF"
"6",7,"intervention",0.171930960977588,0.9,0,0.338047255559062,"Left_ILF"
"6",7,"mean_RMSt",0.113981867108144,0.9,0,0.256902068651962,"Left_ILF"
"6",7,"timeintervention",0.0911534458279272,0.9,0,0.233973984828656,"Left_ILF"
"60",61,"time",0.301778118933047,0.9,0.108760624772088,0.492634451854448,"Left_ILF"
"60",61,"intervention",0.29019785844649,0.9,0.045333722241225,0.460113445763286,"Left_ILF"
"60",61,"mean_RMSt",0.0835550103569779,0.9,0,0.226394328374408,"Left_ILF"
"60",61,"timeintervention",0.0466806924391318,0.9,0,0.110119993461818,"Left_ILF"
"61",62,"time",0.302012590663475,0.9,0.1079431051307,0.493874595111054,"Left_ILF"
"61",62,"intervention",0.280254188238517,0.9,0.0135613697334959,0.449438903446295,"Left_ILF"
"61",62,"mean_RMSt",0.100583630668825,0.9,0,0.245288582642801,"Left_ILF"
"61",62,"timeintervention",0.045159383816475,0.9,0,0.100592566902233,"Left_ILF"
"62",63,"time",0.2903120975372,0.9,0.0963000776276699,0.481904498360131,"Left_ILF"
"62",63,"intervention",0.261409780387873,0.9,0,0.428726772112093,"Left_ILF"
"62",63,"mean_RMSt",0.10572104947159,0.9,0,0.25133307372252,"Left_ILF"
"62",63,"timeintervention",0.035792644973018,0.9,0,0,"Left_ILF"
"63",64,"time",0.287652100804712,0.9,0.0939308486069257,0.478898368928901,"Left_ILF"
