"model","node","Parameter","Cohens_f_partial","CI","CI_low","CI_high","tract"
"65",66,"timeintervention",0.239501101758364,0.9,0,0.444096795658144,"Right_Arcuate"
"66",67,"time",0.131853453149623,0.9,0,0.356728555527445,"Right_Arcuate"
"66",67,"intervention",0.0742354453351091,0.9,0,0.200076142234301,"Right_Arcuate"
"66",67,"mean_RMSt",0.059648780093051,0.9,0,0.218495084840974,"Right_Arcuate"
"66",67,"timeintervention",0.251602522226314,0.9,0,0.376995470464046,"Right_Arcuate"
"67",68,"time",0.140458889058922,0.9,0,0.363112540615282,"Right_Arcuate"
"67",68,"intervention",0.114716220433201,0.9,0,0.270657938152378,"Right_Arcuate"
"67",68,"mean_RMSt",0.0405344526391735,0.9,0,0.194002871589081,"Right_Arcuate"
"67",68,"timeintervention",0.257494982011768,0.9,0,0.461727001216822,"Right_Arcuate"
"68",69,"time",0.154460824560519,0.9,0,0.376064332727885,"Right_Arcuate"
"68",69,"intervention",0.136865606841516,0.9,0,0.299513002104792,"Right_Arcuate"
"68",69,"mean_RMSt",0.034756453552145,0.9,0,0.185330204804513,"Right_Arcuate"
"68",69,"timeintervention",0.27376978262959,0.9,0,0.478718893153485,"Right_Arcuate"
"69",70,"time",0.166010355048929,0.9,0,0.38618199185543,"Right_Arcuate"
"69",70,"intervention",0.136532844557312,0.9,0,0.298678659636148,"Right_Arcuate"
"69",70,"mean_RMSt",0.0379309866438391,0.9,0,0.19012344234744,"Right_Arcuate"
"69",70,"timeintervention",0.266729208986752,0.9,0,0.469505198700395,"Right_Arcuate"
"7",8,"time",0.0346110656915231,0.9,0,0.220171159658455,"Right_Arcuate"
"7",8,"intervention",0.219877792896567,0.9,0,0.398810542617665,"Right_Arcuate"
"7",8,"mean_RMSt",0.0732867245589655,0.9,0,0.230230972554361,"Right_Arcuate"
"7",8,"timeintervention",0.0350905452169079,0.9,0,0,"Right_Arcuate"
"70",71,"time",0.205577103230918,0.9,0,0.427994787000115,"Right_Arcuate"
"70",71,"intervention",0.106312253313634,0.9,0,0.159295851247531,"Right_Arcuate"
"70",71,"mean_RMSt",0.0359648912764744,0.9,0,0.188184697529008,"Right_Arcuate"
"70",71,"timeintervention",0.28061382047813,0.9,0,0.486217941306904,"Right_Arcuate"
"71",72,"time",0.246072297850864,0.9,0,0.472094951425447,"Right_Arcuate"
"71",72,"intervention",0.108314884243904,0.9,0,0.259607621435785,"Right_Arcuate"
"71",72,"mean_RMSt",0.0339526035697075,0.9,0,0.187114514814516,"Right_Arcuate"
"71",72,"timeintervention",0.305739283724718,0.9,0,0.516200812337866,"Right_Arcuate"
"72",73,"time",0.264118492351471,0.9,0,0.494282632405129,"Right_Arcuate"
"72",73,"intervention",0.122648668044936,0.9,0,0.280169997752584,"Right_Arcuate"
"72",73,"mean_RMSt",0.0173902772352081,0.9,0,0.144984830579038,"Right_Arcuate"
"72",73,"timeintervention",0.286278518717755,0.9,0,0.497727674537645,"Right_Arcuate"
"73",74,"time",0.207871065657065,0.9,0,0.438956849562861,"Right_Arcuate"
"73",74,"intervention",0.14203617014711,0.9,0,0.306284636995977,"Right_Arcuate"
"73",74,"mean_RMSt",0.00904372209103248,0.9,0,0.0842172927770532,"Right_Arcuate"
"73",74,"timeintervention",0.29009789597065,0.9,0,0.50384412053548,"Right_Arcuate"
"74",75,"time",0.128813659877009,0.9,0,0.35808121256844,"Right_Arcuate"
"74",75,"intervention",0.166360945688362,0.9,0,0.249271439855496,"Right_Arcuate"
"74",75,"mean_RMSt",0.0332939925248919,0.9,0,0.186563321425571,"Right_Arcuate"
"74",75,"timeintervention",0.292733430928524,0.9,0,0.506696662361056,"Right_Arcuate"
"75",76,"time",0.110077418808088,0.9,0,0.338449309131242,"Right_Arcuate"
"75",76,"intervention",0.15865314939823,0.9,0,0.329508338793283,"Right_Arcuate"
"75",76,"mean_RMSt",0.0463741493216971,0.9,0,0.204415066738215,"Right_Arcuate"
"75",76,"timeintervention",0.285617704348781,0.9,0,0.427963042146992,"Right_Arcuate"
"76",77,"time",0.113731895948213,0.9,0,0.341036538423974,"Right_Arcuate"
"76",77,"intervention",0.126162556776143,0.9,0,0.2880761295865,"Right_Arcuate"
"76",77,"mean_RMSt",0.0499432168878668,0.9,0,0.208200420083401,"Right_Arcuate"
"76",77,"timeintervention",0.269703367168237,0.9,0,0.480067441134441,"Right_Arcuate"
"77",78,"time",0.114124460805345,0.9,0,0.339748009650769,"Right_Arcuate"
"77",78,"intervention",0.131879608481829,0.9,0,0.197605392045714,"Right_Arcuate"
"77",78,"mean_RMSt",0.0515019237942048,0.9,0,0.209480381517387,"Right_Arcuate"
"77",78,"timeintervention",0.24676861674857,0.9,0,0.452820022403642,"Right_Arcuate"
"78",79,"time",0.114151575788927,0.9,0,0.339794654538319,"Right_Arcuate"
"78",79,"intervention",0.146933831315352,0.9,0,0.314451904929398,"Right_Arcuate"
"78",79,"mean_RMSt",0.0363698792330697,0.9,0,0.188454464675513,"Right_Arcuate"
"78",79,"timeintervention",0.231018084529732,0.9,0,0.434887829209319,"Right_Arcuate"
"79",80,"time",0.142998005641378,0.9,0,0.373489122129516,"Right_Arcuate"
"79",80,"intervention",0.164239096130127,0.9,0,0.336682086742083,"Right_Arcuate"
"79",80,"mean_RMSt",0.0213971418030739,0.9,0,0.156838216025193,"Right_Arcuate"
"79",80,"timeintervention",0.220165450007138,0.9,0,0.425605136665935,"Right_Arcuate"
"8",9,"time",0.0428668051759045,0.9,0,0.234678924193846,"Right_Arcuate"
"8",9,"intervention",0.205853422290569,0.9,0,0.381372410275484,"Right_Arcuate"
"8",9,"mean_RMSt",0.0398416554987196,0.9,0,0.0596978260348885,"Right_Arcuate"
"8",9,"timeintervention",0.0657204445654861,0.9,0,0.177560208477237,"Right_Arcuate"
"80",81,"time",0.159163170012526,0.9,0,0.391065375037968,"Right_Arcuate"
"80",81,"intervention",0.202957625253888,0.9,0,0.384111800078106,"Right_Arcuate"
"80",81,"mean_RMSt",0.0294768750616037,0.9,0,0.17563743451349,"Right_Arcuate"
"80",81,"timeintervention",0.218895104908543,0.9,0,0.425152645218258,"Right_Arcuate"
"81",82,"time",0.138549050364559,0.9,0,0.368587758149502,"Right_Arcuate"
"81",82,"intervention",0.232066874338531,0.9,0,0.419348932519803,"Right_Arcuate"
"81",82,"mean_RMSt",0.0466306093195042,0.9,0,0.200967666253186,"Right_Arcuate"
"81",82,"timeintervention",0.200790244944524,0.9,0,0.402837047122742,"Right_Arcuate"
"82",83,"time",0.112116889984316,0.9,0,0.16799338620534,"Right_Arcuate"
"82",83,"intervention",0.243740873307031,0.9,0,0.433509671742706,"Right_Arcuate"
"82",83,"mean_RMSt",0.0520022972636527,0.9,0,0.206848374406881,"Right_Arcuate"
"82",83,"timeintervention",0.139656656336467,0.9,0,0.324141615721258,"Right_Arcuate"
"83",84,"time",0.0685635639658669,0.9,0,0.289238308788872,"Right_Arcuate"
"83",84,"intervention",0.22545790237282,0.9,0,0.409778951335379,"Right_Arcuate"
"83",84,"mean_RMSt",0.0505761248601488,0.9,0,0.206183309882983,"Right_Arcuate"
"83",84,"timeintervention",0.100686823485775,0.9,0,0.261858335158732,"Right_Arcuate"
"84",85,"time",0.00476424532784307,0.9,0,0,"Right_Arcuate"
"84",85,"intervention",0.21750180196628,0.9,0,0.398725307572973,"Right_Arcuate"
"84",85,"mean_RMSt",0.0332659769183401,0.9,0,0.181541233982057,"Right_Arcuate"
"84",85,"timeintervention",0.0592075060301195,0.9,0,0.146405333680084,"Right_Arcuate"
"85",86,"time",0.0439558390427131,0.9,0,0.248854798564922,"Right_Arcuate"
"85",86,"intervention",0.223874144157855,0.9,0,0.404896835475154,"Right_Arcuate"
"85",86,"mean_RMSt",0.0107336326010293,0.9,0,0.0160830232492855,"Right_Arcuate"
"85",86,"timeintervention",0.0538704743618892,0.9,0,0.118934186847859,"Right_Arcuate"
"86",87,"time",0.0512719983689639,0.9,0,0.261171401869584,"Right_Arcuate"
"86",87,"intervention",0.243877836817959,0.9,0,0.426694551132974,"Right_Arcuate"
"86",87,"mean_RMSt",0.00198029903675878,0.9,0,0,"Right_Arcuate"
"86",87,"timeintervention",0.04987152190196,0.9,0,0.0898688367386391,"Right_Arcuate"
"87",88,"time",0.0428750488865602,0.9,0,0.243343877741229,"Right_Arcuate"
"87",88,"intervention",0.251111940578323,0.9,0,0.432765529635843,"Right_Arcuate"
"87",88,"mean_RMSt",0.0102931167686921,0.9,0,0.099340209850106,"Right_Arcuate"
"87",88,"timeintervention",0.0785798550943755,0.9,0,0.11774225896365,"Right_Arcuate"
"88",89,"time",0.0464743760882777,0.9,0,0.243521222958413,"Right_Arcuate"
"88",89,"intervention",0.284528919719797,0.9,0,0.466620211989212,"Right_Arcuate"
"88",89,"mean_RMSt",0.0115069959910157,0.9,0,0.109219442790756,"Right_Arcuate"
"88",89,"timeintervention",0.0954254139851017,0.9,0,0.142983259949917,"Right_Arcuate"
"89",90,"time",0.0484039028178992,0.9,0,0.240069536728102,"Right_Arcuate"
"89",90,"intervention",0.306326718770084,0.9,0.0343426311950737,0.488685951608952,"Right_Arcuate"
"89",90,"mean_RMSt",0.0486982572348514,0.9,0,0.202300697542299,"Right_Arcuate"
"89",90,"timeintervention",0.110153395219261,0.9,0,0.16505133051307,"Right_Arcuate"
"9",10,"time",0.061362392301044,0.9,0,0.262416966328449,"Right_Arcuate"
"9",10,"intervention",0.212289477828145,0.9,0,0.387021975355062,"Right_Arcuate"
"9",10,"mean_RMSt",0.0225144589180913,0.9,0,0.156525694294721,"Right_Arcuate"
"9",10,"timeintervention",0.170798522844777,0.9,0,0.349519964208934,"Right_Arcuate"
"90",91,"time",0.0680094179715375,0.9,0,0.268015123492025,"Right_Arcuate"
"90",91,"intervention",0.310595633997513,0.9,0.0423340138907878,0.493959918450333,"Right_Arcuate"
"90",91,"mean_RMSt",0.0715791613848971,0.9,0,0.228362441465891,"Right_Arcuate"
"90",91,"timeintervention",0.125599207555856,0.9,0,0.289780176701837,"Right_Arcuate"
"91",92,"time",0.107585940944335,0.9,0,0.31380494562308,"Right_Arcuate"
"91",92,"intervention",0.276981167901468,0.9,0,0.459948921403745,"Right_Arcuate"
"91",92,"mean_RMSt",0.0609770504764396,0.9,0,0.216860318915088,"Right_Arcuate"
"91",92,"timeintervention",0.119649370719066,0.9,0,0.28290974091031,"Right_Arcuate"
"92",93,"time",0.0958294500695766,0.9,0,0.300906932329823,"Right_Arcuate"
"92",93,"intervention",0.210282756154506,0.9,0,0.385626612133309,"Right_Arcuate"
"92",93,"mean_RMSt",0.0680173164250042,0.9,0,0.224574801220668,"Right_Arcuate"
"92",93,"timeintervention",0.139979990786785,0.9,0,0.31023146419624,"Right_Arcuate"
"93",94,"time",0.0594310154955636,0.9,0,0.259595712159127,"Right_Arcuate"
"93",94,"intervention",0.167455289146168,0.9,0,0.250911179088132,"Right_Arcuate"
"93",94,"mean_RMSt",0.0482752918667939,0.9,0,0.201718620034044,"Right_Arcuate"
"93",94,"timeintervention",0.156556205394432,0.9,0,0.234580241026563,"Right_Arcuate"
"94",95,"time",0.0621053631947691,0.9,0,0.259663633027642,"Right_Arcuate"
"94",95,"intervention",0.15550959428113,0.9,0,0.321034223974624,"Right_Arcuate"
"94",95,"mean_RMSt",0.00935727335715262,0.9,0,0.0901696604211992,"Right_Arcuate"
"94",95,"timeintervention",0.146151817448754,0.9,0,0.316023453843492,"Right_Arcuate"
"95",96,"time",0.0974501554449788,0.9,0,0.30060044927769,"Right_Arcuate"
"95",96,"intervention",0.180417202643767,0.9,0,0.352233579387613,"Right_Arcuate"
"95",96,"mean_RMSt",0.0133505157768924,0.9,0,0.121209463050378,"Right_Arcuate"
"95",96,"timeintervention",0.139008314805368,0.9,0,0.307479706097732,"Right_Arcuate"
"96",97,"time",0.0896715374908914,0.9,0,0.300980095323557,"Right_Arcuate"
"96",97,"intervention",0.164141839875981,0.9,0,0.340086740106764,"Right_Arcuate"
"96",97,"mean_RMSt",0.0249863506045399,0.9,0,0.163761907720044,"Right_Arcuate"
"96",97,"timeintervention",0.156270655543603,0.9,0,0.335750987223332,"Right_Arcuate"
"97",98,"time",0.0278009208581568,0.9,0,0.208579153601674,"Right_Arcuate"
"97",98,"intervention",0.200953535162898,0.9,0,0.389081594078739,"Right_Arcuate"
"97",98,"mean_RMSt",0.040438564392396,0.9,0,0.191797220312627,"Right_Arcuate"
"97",98,"timeintervention",0.17523156929717,0.9,0,0.365768544190364,"Right_Arcuate"
"98",99,"time",0.137697133454808,0.9,0,0.366426128671354,"Right_Arcuate"
"98",99,"intervention",0.215560862179908,0.9,0,0.409456009949475,"Right_Arcuate"
"98",99,"mean_RMSt",0.10755676025286,0.9,0,0.265837030680297,"Right_Arcuate"
"98",99,"timeintervention",0.162839578874986,0.9,0,0.355150090415886,"Right_Arcuate"
"1",2,"time",0.153566324037245,0.9,0,0.345185556173251,"Left_IFOF"
"1",2,"intervention",0.162377480236853,0.9,0,0.319885406712836,"Left_IFOF"
"1",2,"mean_RMSt",0.323466773227922,0.9,0.170875470796538,0.474784713752608,"Left_IFOF"
"1",2,"timeintervention",0.247288647004862,0.9,0,0.422916030518004,"Left_IFOF"
"10",11,"time",0.0937855610671522,0.9,0,0.286024025954348,"Left_IFOF"
"10",11,"intervention",0.268254811998969,0.9,0,0.442734834799847,"Left_IFOF"
"10",11,"mean_RMSt",0.219155831644814,0.9,0.0755057863928341,0.361709770476896,"Left_IFOF"
"10",11,"timeintervention",0.116069093361866,0.9,0,0.269766967136436,"Left_IFOF"
"11",12,"time",0.127543188699057,0.9,0,0.323083541212419,"Left_IFOF"
"11",12,"intervention",0.170454524259597,0.9,0,0.333266702143099,"Left_IFOF"
"11",12,"mean_RMSt",0.207003836394276,0.9,0.0586973913557034,0.353076655633225,"Left_IFOF"
"11",12,"timeintervention",0.141813802640554,0.9,0,0.305127064425708,"Left_IFOF"
"12",13,"time",0.200841786011444,0.9,0,0.396417165571583,"Left_IFOF"
"12",13,"intervention",0.0722343184525084,0.9,0,0.192514523716651,"Left_IFOF"
"12",13,"mean_RMSt",0.188583404071753,0.9,0.0338159385995031,0.336294935794631,"Left_IFOF"
"12",13,"timeintervention",0.149989375278022,0.9,0,0.314748290021098,"Left_IFOF"
"13",14,"time",0.220621252802758,0.9,0,0.415613337357621,"Left_IFOF"
"13",14,"intervention",0.031465777407439,0.9,0,0,"Left_IFOF"
"13",14,"mean_RMSt",0.200535843739941,0.9,0.0515649663360716,0.346662506533295,"Left_IFOF"
"13",14,"timeintervention",0.140158851952413,0.9,0,0.301744086709314,"Left_IFOF"
"14",15,"time",0.2272033432685,0.9,0,0.420623632688078,"Left_IFOF"
"14",15,"intervention",0.0569577890024626,0.9,0,0.15331950415869,"Left_IFOF"
"14",15,"mean_RMSt",0.196048912419033,0.9,0.0498421281671553,0.339392191437469,"Left_IFOF"
"14",15,"timeintervention",0.112989323006268,0.9,0,0.264760464316786,"Left_IFOF"
"15",16,"time",0.246971647405745,0.9,0.0470895244986259,0.438132527911212,"Left_IFOF"
"15",16,"intervention",0.104249577874125,0.9,0,0.24765935510317,"Left_IFOF"
"15",16,"mean_RMSt",0.192132347366739,0.9,0.0467518142313267,0.334277034947914,"Left_IFOF"
"15",16,"timeintervention",0.0988479266970537,0.9,0,0.148111474796869,"Left_IFOF"
"16",17,"time",0.257649613329246,0.9,0.0598138492656821,0.449744313618899,"Left_IFOF"
"16",17,"intervention",0.152206285367139,0.9,0,0.228062420248537,"Left_IFOF"
"16",17,"mean_RMSt",0.200109246531739,0.9,0.0549245531584528,0.343071606924689,"Left_IFOF"
"16",17,"timeintervention",0.106960968221157,0.9,0,0.255029812376445,"Left_IFOF"
"17",18,"time",0.255932944799644,0.9,0.055977800910823,0.44922525614516,"Left_IFOF"
"17",18,"intervention",0.198360986961184,0.9,0,0.363293602221916,"Left_IFOF"
"17",18,"mean_RMSt",0.188491674109792,0.9,0.04033950635079,0.331990185787805,"Left_IFOF"
"17",18,"timeintervention",0.117274575988642,0.9,0,0.270316649989486,"Left_IFOF"
"18",19,"time",0.220222157254286,0.9,0,0.413403587855481,"Left_IFOF"
"18",19,"intervention",0.244359652343729,0.9,0,0.414650185164533,"Left_IFOF"
"18",19,"mean_RMSt",0.162818680594855,0.9,0,0.30604507025033,"Left_IFOF"
"18",19,"timeintervention",0.1163596014418,0.9,0,0.269399583490013,"Left_IFOF"
"19",20,"time",0.178389281954395,0.9,0,0.371585291757644,"Left_IFOF"
"19",20,"intervention",0.309149273635807,0.9,0.0652340874419445,0.485059456756096,"Left_IFOF"
"19",20,"mean_RMSt",0.157162578091898,0.9,0,0.300715056828143,"Left_IFOF"
"19",20,"timeintervention",0.115368919866099,0.9,0,0.268409397681935,"Left_IFOF"
"2",3,"time",0.131127821835799,0.9,0,0.328299304632324,"Left_IFOF"
"2",3,"intervention",0.162957739415533,0.9,0,0.325030488437465,"Left_IFOF"
"2",3,"mean_RMSt",0.259977609129466,0.9,0.109333615576108,0.409571480357229,"Left_IFOF"
"2",3,"timeintervention",0.209424456779343,0.9,0,0.386356240514582,"Left_IFOF"
"20",21,"time",0.152039764369024,0.9,0,0.346047798741346,"Left_IFOF"
"20",21,"intervention",0.364565490786323,0.9,0.137515233193021,0.544022589210473,"Left_IFOF"
"20",21,"mean_RMSt",0.174857520175638,0.9,0.00624609316193526,0.320624781276583,"Left_IFOF"
"20",21,"timeintervention",0.142128425950272,0.9,0,0.304230864309819,"Left_IFOF"
"21",22,"time",0.139999337805279,0.9,0,0.335618608632696,"Left_IFOF"
"21",22,"intervention",0.393758794765428,0.9,0.169966464568231,0.574983874052892,"Left_IFOF"
"21",22,"mean_RMSt",0.220239382769245,0.9,0.0692333090764978,0.369692746089305,"Left_IFOF"
"21",22,"timeintervention",0.167452834341841,0.9,0,0.336106628113851,"Left_IFOF"
"22",23,"time",0.136781613563265,0.9,0,0.335028646927731,"Left_IFOF"
"22",23,"intervention",0.386261756536203,0.9,0.161326813593481,0.567311890622931,"Left_IFOF"
"22",23,"mean_RMSt",0.275911372053912,0.9,0.119791636712103,0.430855628825191,"Left_IFOF"
"22",23,"timeintervention",0.166720852492608,0.9,0,0.337035517864447,"Left_IFOF"
"23",24,"time",0.13216000726317,0.9,0,0.333089324545962,"Left_IFOF"
"23",24,"intervention",0.349198681357767,0.9,0.118169370233201,0.528435246546704,"Left_IFOF"
"23",24,"mean_RMSt",0.314878032605894,0.9,0.153143266650656,0.475214489687934,"Left_IFOF"
"23",24,"timeintervention",0.157917827606853,0.9,0,0.23662046463809,"Left_IFOF"
"24",25,"time",0.141039085857085,0.9,0,0.343318384765802,"Left_IFOF"
"24",25,"intervention",0.316630641302591,0.9,0.0740309825306966,0.494180170876512,"Left_IFOF"
"24",25,"mean_RMSt",0.314406674199431,0.9,0.151418332542889,0.475976523976064,"Left_IFOF"
"24",25,"timeintervention",0.134162714132836,0.9,0,0.299145766229327,"Left_IFOF"
"25",26,"time",0.161815227996769,0.9,0,0.362781380113535,"Left_IFOF"
"25",26,"intervention",0.287372349335067,0.9,0,0.462475264211153,"Left_IFOF"
"25",26,"mean_RMSt",0.275787866737862,0.9,0.11692011366228,0.433431760147661,"Left_IFOF"
"25",26,"timeintervention",0.113408142197858,0.9,0,0.269772503592086,"Left_IFOF"
"26",27,"time",0.183550591957256,0.9,0,0.38199179324442,"Left_IFOF"
"26",27,"intervention",0.276598328529242,0.9,0,0.4498802766648,"Left_IFOF"
"26",27,"mean_RMSt",0.247963276381759,0.9,0.0932797023504588,0.401486469437382,"Left_IFOF"
"26",27,"timeintervention",0.099514369594554,0.9,0,0.149110057606999,"Left_IFOF"
"27",28,"time",0.182147507575345,0.9,0,0.379760472461126,"Left_IFOF"
"27",28,"intervention",0.268905722526697,0.9,0,0.440458725093105,"Left_IFOF"
"27",28,"mean_RMSt",0.252933226735355,0.9,0.0970524303690245,0.407645239482795,"Left_IFOF"
"27",28,"timeintervention",0.10941208157058,0.9,0,0.163940563080084,"Left_IFOF"
"28",29,"time",0.167901944084968,0.9,0,0.364657027310979,"Left_IFOF"
"28",29,"intervention",0.258768038708724,0.9,0,0.42816202154008,"Left_IFOF"
"28",29,"mean_RMSt",0.247374259543762,0.9,0.0893666769086642,0.404101719594802,"Left_IFOF"
"28",29,"timeintervention",0.112553457099962,0.9,0,0.266121164589646,"Left_IFOF"
"29",30,"time",0.134574280835993,0.9,0,0.329920749206815,"Left_IFOF"
"29",30,"intervention",0.240285276071544,0.9,0,0.407284656117992,"Left_IFOF"
"29",30,"mean_RMSt",0.221735096840461,0.9,0.063212062757593,0.377969361221208,"Left_IFOF"
"29",30,"timeintervention",0.0782057368874383,0.9,0,0.207745980857038,"Left_IFOF"
"3",4,"time",0.102303780761197,0.9,0,0.302344369086994,"Left_IFOF"
"3",4,"intervention",0.061501968178182,0.9,0,0.166700595065885,"Left_IFOF"
"3",4,"mean_RMSt",0.228152550751752,0.9,0.0760183509233926,0.378933778370405,"Left_IFOF"
"3",4,"timeintervention",0.215981905335089,0.9,0,0.396069657691477,"Left_IFOF"
"30",31,"time",0.155629867861734,0.9,0,0.350705310555305,"Left_IFOF"
"30",31,"intervention",0.225072611232094,0.9,0,0.390322100092756,"Left_IFOF"
"30",31,"mean_RMSt",0.188065800251191,0.9,0.0139809894657161,0.343461054791953,"Left_IFOF"
"30",31,"timeintervention",0.0641946659453576,0.9,0,0.17414746831669,"Left_IFOF"
"31",32,"time",0.209843188099079,0.9,0,0.406196452382838,"Left_IFOF"
"31",32,"intervention",0.229041866689268,0.9,0,0.394740021552472,"Left_IFOF"
"31",32,"mean_RMSt",0.147457773123035,0.9,0,0.303396636296749,"Left_IFOF"
"31",32,"timeintervention",0.0937933694192913,0.9,0,0.140537841662923,"Left_IFOF"
"32",33,"time",0.232876850670989,0.9,0,0.428449798608411,"Left_IFOF"
"32",33,"intervention",0.256262281711196,0.9,0,0.424145935627549,"Left_IFOF"
"32",33,"mean_RMSt",0.115307889176418,0.9,0,0.269095058603072,"Left_IFOF"
"32",33,"timeintervention",0.0864911490550317,0.9,0,0.223464997500271,"Left_IFOF"
"33",34,"time",0.221205166811427,0.9,0,0.415126996689241,"Left_IFOF"
"33",34,"intervention",0.289251616145146,0.9,0.041919485871586,0.459423475922081,"Left_IFOF"
"33",34,"mean_RMSt",0.107353679238172,0.9,0,0.258877468416791,"Left_IFOF"
"33",34,"timeintervention",0.0605080667890261,0.9,0,0.163494375699704,"Left_IFOF"
"34",35,"time",0.225532041044743,0.9,0,0.419809685225507,"Left_IFOF"
"34",35,"intervention",0.306347922642354,0.9,0.0722839727347766,0.47787359313285,"Left_IFOF"
"34",35,"mean_RMSt",0.122271377521253,0.9,0,0.274238737847227,"Left_IFOF"
"34",35,"timeintervention",0.0476981728622227,0.9,0,0.112190326603762,"Left_IFOF"
"35",36,"time",0.234528858849943,0.9,0.003300826940694,0.429817147009887,"Left_IFOF"
"35",36,"intervention",0.316172931127912,0.9,0.0862193849176692,0.488428757588459,"Left_IFOF"
"35",36,"mean_RMSt",0.139458277558662,0.9,0,0.293287738505625,"Left_IFOF"
"35",36,"timeintervention",0.0360684084637257,0.9,0,0,"Left_IFOF"
"36",37,"time",0.231794068365288,0.9,0,0.427499430096795,"Left_IFOF"
"36",37,"intervention",0.298886550770696,0.9,0.0601447880616818,0.469938836227284,"Left_IFOF"
"36",37,"mean_RMSt",0.146677672381431,0.9,0,0.30154522540148,"Left_IFOF"
"36",37,"timeintervention",0.0622137775669298,0.9,0,0.168482711138048,"Left_IFOF"
"37",38,"time",0.205862079648203,0.9,0,0.401455048508798,"Left_IFOF"
"37",38,"intervention",0.263100686569822,0.9,0,0.431628602640893,"Left_IFOF"
"37",38,"mean_RMSt",0.150004110675166,0.9,0,0.30500283437077,"Left_IFOF"
"37",38,"timeintervention",0.109599259081627,0.9,0,0.260893983609478,"Left_IFOF"
"38",39,"time",0.217270908458523,0.9,0,0.412996467698511,"Left_IFOF"
"38",39,"intervention",0.234220085225402,0.9,0,0.4005579915037,"Left_IFOF"
"38",39,"mean_RMSt",0.158751871854624,0.9,0,0.312682411109072,"Left_IFOF"
"38",39,"timeintervention",0.121881418761896,0.9,0,0.278118184633752,"Left_IFOF"
"39",40,"time",0.248897112295461,0.9,0.0388625971606737,0.446316994456666,"Left_IFOF"
"39",40,"intervention",0.221185225152742,0.9,0,0.387196902987982,"Left_IFOF"
"39",40,"mean_RMSt",0.180581681830458,0.9,0,0.334442323706467,"Left_IFOF"
"39",40,"timeintervention",0.126773411733733,0.9,0,0.285380669452747,"Left_IFOF"
"4",5,"time",0.0953887738484169,0.9,0,0.299309215731511,"Left_IFOF"
"4",5,"intervention",0.100922597744743,0.9,0,0.246908749861897,"Left_IFOF"
"4",5,"mean_RMSt",0.240749721523299,0.9,0.0854917146455161,0.394753890443857,"Left_IFOF"
"4",5,"timeintervention",0.292134195995943,0.9,0,0.483795840964389,"Left_IFOF"
"40",41,"time",0.238250385829393,0.9,0.004777988648905,0.436515323164222,"Left_IFOF"
"40",41,"intervention",0.228971109174168,0.9,0,0.396911931092044,"Left_IFOF"
"40",41,"mean_RMSt",0.198398679993093,0.9,0.0390180671201768,0.351636100837128,"Left_IFOF"
"40",41,"timeintervention",0.121666532325091,0.9,0,0.279209920437466,"Left_IFOF"
"41",42,"time",0.211837710011431,0.9,0,0.41005263424023,"Left_IFOF"
"41",42,"intervention",0.240006894908212,0.9,0,0.409365707375708,"Left_IFOF"
"41",42,"mean_RMSt",0.205894008842338,0.9,0.0506424906695145,0.357699088675684,"Left_IFOF"
"41",42,"timeintervention",0.0847216698977303,0.9,0,0.221040934555042,"Left_IFOF"
"42",43,"time",0.181993406029213,0.9,0,0.378774902839437,"Left_IFOF"
"42",43,"intervention",0.225988311615183,0.9,0,0.393147508106511,"Left_IFOF"
"42",43,"mean_RMSt",0.204934934979199,0.9,0.0472405491091237,0.358426468413749,"Left_IFOF"
"42",43,"timeintervention",0.0780410006045336,0.9,0,0.20764666905619,"Left_IFOF"
"43",44,"time",0.171837999318906,0.9,0,0.369030374626611,"Left_IFOF"
"43",44,"intervention",0.208301090675405,0.9,0,0.373516332497125,"Left_IFOF"
"43",44,"mean_RMSt",0.187349865682944,0.9,0.0147818643105192,0.3419487558196,"Left_IFOF"
"43",44,"timeintervention",0.0445444983443216,0.9,0,0.0667444557263373,"Left_IFOF"
"44",45,"time",0.178477319217342,0.9,0,0.376441317535449,"Left_IFOF"
"44",45,"intervention",0.194664007887431,0.9,0,0.35812652664037,"Left_IFOF"
"44",45,"mean_RMSt",0.165208213264852,0.9,0,0.321476147679108,"Left_IFOF"
"44",45,"timeintervention",0.0320048534213205,0.9,0,0,"Left_IFOF"
"45",46,"time",0.155994541540287,0.9,0,0.352895347227529,"Left_IFOF"
"45",46,"intervention",0.193542259159508,0.9,0,0.356270545547574,"Left_IFOF"
"45",46,"mean_RMSt",0.171328800146044,0.9,0,0.327732181657236,"Left_IFOF"
"45",46,"timeintervention",0.0957804631319439,0.9,0,0.240510734057067,"Left_IFOF"
"46",47,"time",0.124277575468885,0.9,0,0.321820140198474,"Left_IFOF"
"46",47,"intervention",0.200487239466414,0.9,0,0.360132774157053,"Left_IFOF"
"46",47,"mean_RMSt",0.217394624892539,0.9,0.0545389390638747,0.37675104962053,"Left_IFOF"
"46",47,"timeintervention",0.178729799502287,0.9,0,0.350465250611768,"Left_IFOF"
"47",48,"time",0.102248653220872,0.9,0,0.301665802815469,"Left_IFOF"
"47",48,"intervention",0.213185759868244,0.9,0,0.378647987941479,"Left_IFOF"
"47",48,"mean_RMSt",0.280723276265894,0.9,0.113736773371779,0.446313654648846,"Left_IFOF"
"47",48,"timeintervention",0.265200937728243,0.9,0,0.397371025543356,"Left_IFOF"
