"model","node","fstat","pval","variable","tract"
"92",93,0.58843759977952,0.55836256013566,"timeintervention","rightAF"
"93",94,0.22339646568593,0.638091026846388,"time","rightAF"
"93",94,0.943673398932033,0.39428363222165,"intervention","rightAF"
"93",94,0.253993765906353,0.615294147136293,"mean_RMSt","rightAF"
"93",94,0.729109835017372,0.486597484557036,"timeintervention","rightAF"
"94",95,0.253413277752656,0.616365516531353,"time","rightAF"
"94",95,0.827232844491616,0.441583276239737,"intervention","rightAF"
"94",95,0.00952432056589851,0.922435378712315,"mean_RMSt","rightAF"
"94",95,0.662579818915115,0.519129176088849,"timeintervention","rightAF"
"95",96,0.618230546396503,0.434558368755144,"time","rightAF"
"95",96,1.08642283244697,0.343311984396738,"intervention","rightAF"
"95",96,0.019318671124634,0.88971469139178,"mean_RMSt","rightAF"
"95",96,0.593869814157716,0.555323246528944,"timeintervention","rightAF"
"96",97,0.48003516526088,0.491092994414358,"time","rightAF"
"96",97,0.814147127938286,0.447816096126805,"intervention","rightAF"
"96",97,0.0672190210125427,0.79592483259572,"mean_RMSt","rightAF"
"96",97,0.684084471582147,0.508716105588678,"timeintervention","rightAF"
"97",98,0.0425019262264139,0.837427347993925,"time","rightAF"
"97",98,1.13567221669285,0.328459778425028,"intervention","rightAF"
"97",98,0.176287784482423,0.675418676515566,"mean_RMSt","rightAF"
"97",98,0.787316609230777,0.460486942312195,"timeintervention","rightAF"
"98",99,0.982307826534933,0.326236263281552,"time","rightAF"
"98",99,1.2512800307653,0.294322540190893,"intervention","rightAF"
"98",99,1.25181726879215,0.26568322002246,"mean_RMSt","rightAF"
"98",99,0.637556866978479,0.532991167832217,"timeintervention","rightAF"
"1",2,1.74850189228865,0.190129862064306,"time","leftIFOF"
"1",2,1.0367490646898,0.359400841422718,"intervention","leftIFOF"
"1",2,12.8999548359887,0.000472922994849914,"mean_RMSt","leftIFOF"
"1",2,2.16450467010229,0.122345873260187,"timeintervention","leftIFOF"
"10",11,0.63993475398407,0.426338697980205,"time","leftIFOF"
"10",11,2.64840725781709,0.0775017443020559,"intervention","leftIFOF"
"10",11,6.51126915249604,0.0118283660951479,"mean_RMSt","leftIFOF"
"10",11,0.465448479311517,0.629807483638412,"timeintervention","leftIFOF"
"11",12,1.15402046004556,0.286349455748004,"time","leftIFOF"
"11",12,1.076929457974,0.3459084656421,"intervention","leftIFOF"
"11",12,5.50727172609016,0.0204662775046448,"mean_RMSt","leftIFOF"
"11",12,0.677992281771652,0.511061814873091,"timeintervention","leftIFOF"
"12",13,2.88041044739003,0.0940180223611924,"time","leftIFOF"
"12",13,0.197009518093497,0.821603532203051,"intervention","leftIFOF"
"12",13,4.46571772520086,0.0365607736950738,"mean_RMSt","leftIFOF"
"12",13,0.764551384841648,0.46950410178343,"timeintervention","leftIFOF"
"13",14,3.52032976677196,0.0646552843607527,"time","leftIFOF"
"13",14,0.0374415868207256,0.963268525206041,"intervention","leftIFOF"
"13",14,5.17037882305209,0.0246328768050284,"mean_RMSt","leftIFOF"
"13",14,0.675936356799734,0.512024487565985,"timeintervention","leftIFOF"
"14",15,3.79932400022528,0.0550842041484626,"time","leftIFOF"
"14",15,0.122193591758977,0.885152077452565,"intervention","leftIFOF"
"14",15,5.13197700562311,0.0250989460244194,"mean_RMSt","leftIFOF"
"14",15,0.446743363943009,0.64151949171594,"timeintervention","leftIFOF"
"15",16,4.61448192624521,0.0349039928287854,"time","leftIFOF"
"15",16,0.416401297930376,0.660898609650165,"intervention","leftIFOF"
"15",16,5.00941063279225,0.0268391670662545,"mean_RMSt","leftIFOF"
"15",16,0.351802884705382,0.704620949318155,"timeintervention","leftIFOF"
"16",17,4.984526398525,0.0285557030887273,"time","leftIFOF"
"16",17,0.887385467099379,0.41591989738889,"intervention","leftIFOF"
"16",17,5.37906278659254,0.0218885183932012,"mean_RMSt","leftIFOF"
"16",17,0.40881472006458,0.665981190069864,"timeintervention","leftIFOF"
"17",18,4.85548822310937,0.0306646431326218,"time","leftIFOF"
"17",18,1.49654999515578,0.230418564699559,"intervention","leftIFOF"
"17",18,4.72780413243789,0.0314472060975001,"mean_RMSt","leftIFOF"
"17",18,0.484993479462948,0.617739389568627,"timeintervention","leftIFOF"
"18",19,3.57366765864723,0.0626347069204514,"time","leftIFOF"
"18",19,2.25694624588005,0.111678511174262,"intervention","leftIFOF"
"18",19,3.52766373780575,0.0625409775797609,"mean_RMSt","leftIFOF"
"18",19,0.474452242398571,0.624209639233646,"timeintervention","leftIFOF"
"19",20,2.32870053948761,0.131318612865035,"time","leftIFOF"
"19",20,3.59842495332479,0.0321708372969001,"intervention","leftIFOF"
"19",20,3.26942676137789,0.072852594934104,"mean_RMSt","leftIFOF"
"19",20,0.463093662567537,0.631259118367932,"timeintervention","leftIFOF"
"2",3,1.20022831138952,0.277041667893628,"time","leftIFOF"
"2",3,0.976624101855943,0.381409394798703,"intervention","leftIFOF"
"2",3,8.38935710197036,0.00446196074938884,"mean_RMSt","leftIFOF"
"2",3,1.4456746110642,0.242957323866926,"timeintervention","leftIFOF"
"20",21,1.67149953494394,0.200173516808082,"time","leftIFOF"
"20",21,5.02263761745879,0.0089529540219207,"intervention","leftIFOF"
"20",21,3.93438400782335,0.0494372436921535,"mean_RMSt","leftIFOF"
"20",21,0.694875210155472,0.502605400833371,"timeintervention","leftIFOF"
"21",22,1.391748333143,0.242047414723618,"time","leftIFOF"
"21",22,5.86821925154256,0.00427294182754791,"intervention","leftIFOF"
"21",22,5.9822763148642,0.0158613837919493,"mean_RMSt","leftIFOF"
"21",22,0.948162249729789,0.392541822943569,"timeintervention","leftIFOF"
"22",23,1.29279380398876,0.259461321893319,"time","leftIFOF"
"22",23,5.62631332504428,0.00527821345259963,"intervention","leftIFOF"
"22",23,8.83855068917944,0.00358697565752931,"mean_RMSt","leftIFOF"
"22",23,0.916103293002158,0.405107635773438,"timeintervention","leftIFOF"
"23",24,1.17393074665151,0.28246664771854,"time","leftIFOF"
"23",24,4.56321339692433,0.0134910749050067,"intervention","leftIFOF"
"23",24,10.8558468223716,0.00132741299539337,"mean_RMSt","leftIFOF"
"23",24,0.80082796345744,0.453388732516197,"timeintervention","leftIFOF"
"24",25,1.32078109940607,0.254574957113547,"time","leftIFOF"
"24",25,3.7240168932888,0.0287548340634666,"intervention","leftIFOF"
"24",25,10.656634321867,0.00147019994303826,"mean_RMSt","leftIFOF"
"24",25,0.57110724763108,0.56777603464828,"timeintervention","leftIFOF"
"25",26,1.76629250326672,0.18831943036889,"time","leftIFOF"
"25",26,3.07616847766813,0.0520403551811196,"intervention","leftIFOF"
"25",26,8.52938851837051,0.00422559582331918,"mean_RMSt","leftIFOF"
"25",26,0.414013759033682,0.662739041037595,"timeintervention","leftIFOF"
"26",27,2.33811917087041,0.130787399957125,"time","leftIFOF"
"26",27,2.88461683279917,0.062063672095738,"intervention","leftIFOF"
"26",27,7.2256733954283,0.00823051280821032,"mean_RMSt","leftIFOF"
"26",27,0.327669577176934,0.721763514460889,"timeintervention","leftIFOF"
"27",28,2.3214410860919,0.132108971736805,"time","leftIFOF"
"27",28,2.76511165940948,0.0692722470929925,"intervention","leftIFOF"
"27",28,7.41073859136674,0.00748571910068475,"mean_RMSt","leftIFOF"
"27",28,0.39989288846496,0.671985671276586,"timeintervention","leftIFOF"
"28",29,1.98583931708501,0.163175955666294,"time","leftIFOF"
"28",29,2.60454344996727,0.0803752240915203,"intervention","leftIFOF"
"28",29,6.89847388447679,0.00982611674793076,"mean_RMSt","leftIFOF"
"28",29,0.42694398796401,0.654252255962376,"timeintervention","leftIFOF"
"29",30,1.28864630496998,0.260106974029037,"time","leftIFOF"
"29",30,2.26847782791602,0.110205704179706,"intervention","leftIFOF"
"29",30,5.54892291822221,0.0202179560976285,"mean_RMSt","leftIFOF"
"29",30,0.208342037282149,0.81244464283144,"timeintervention","leftIFOF"
"3",4,0.704737116153047,0.404167195063656,"time","leftIFOF"
"3",4,0.136376424970217,0.872738637611021,"intervention","leftIFOF"
"3",4,6.31662243802804,0.0132719070077953,"mean_RMSt","leftIFOF"
"3",4,1.49223975110981,0.232589425203594,"timeintervention","leftIFOF"
"30",31,1.73298076116434,0.192232196193723,"time","leftIFOF"
"30",31,1.99821123350329,0.142381427211415,"intervention","leftIFOF"
"30",31,4.01149725388539,0.0475761329051393,"mean_RMSt","leftIFOF"
"30",31,0.14116413316254,0.868598692423096,"timeintervention","leftIFOF"
"31",32,3.13461032949765,0.0809280720315781,"time","leftIFOF"
"31",32,2.06770891709745,0.133280689619149,"intervention","leftIFOF"
"31",32,2.43524810112471,0.121456471455923,"mean_RMSt","leftIFOF"
"31",32,0.299954844995357,0.741824081096112,"timeintervention","leftIFOF"
"32",33,3.90794298156266,0.0518854002076815,"time","leftIFOF"
"32",33,2.59843491698161,0.0807275507437161,"intervention","leftIFOF"
"32",33,1.52576595025304,0.219271992392354,"mean_RMSt","leftIFOF"
"32",33,0.258016654647899,0.773324623516739,"timeintervention","leftIFOF"
"33",34,3.5786999227145,0.0624841180594765,"time","leftIFOF"
"33",34,3.32515256463504,0.0410340521817329,"intervention","leftIFOF"
"33",34,1.36123807942666,0.245673248320783,"mean_RMSt","leftIFOF"
"33",34,0.128065796976673,0.880001269664457,"timeintervention","leftIFOF"
"34",35,3.70936868770437,0.0580061665185686,"time","leftIFOF"
"34",35,3.72486111312159,0.0284304819719487,"intervention","leftIFOF"
"34",35,1.75835685879094,0.187399085219316,"mean_RMSt","leftIFOF"
"34",35,0.079357224235627,0.923793157895748,"timeintervention","leftIFOF"
"35",36,3.97646857451837,0.0499123670900464,"time","leftIFOF"
"35",36,3.96574828672719,0.0228267462610266,"intervention","leftIFOF"
"35",36,2.23639563016435,0.137534308375306,"mean_RMSt","leftIFOF"
"35",36,0.0450203093344506,0.956006037504002,"timeintervention","leftIFOF"
"36",37,3.86561817783312,0.0531439869553646,"time","leftIFOF"
"36",37,3.54267783276173,0.033598524677754,"intervention","leftIFOF"
"36",37,2.44284754320003,0.120844632578945,"mean_RMSt","leftIFOF"
"36",37,0.133365070320006,0.875370865601221,"timeintervention","leftIFOF"
"37",38,3.03833612494416,0.085606492865085,"time","leftIFOF"
"37",38,2.73639027118601,0.070945967217308,"intervention","leftIFOF"
"37",38,2.55159335432494,0.112966032959321,"mean_RMSt","leftIFOF"
"37",38,0.41236596591527,0.663710676510911,"timeintervention","leftIFOF"
"38",39,3.38653153690739,0.0698673346821295,"time","leftIFOF"
"38",39,2.15813064256129,0.122332346811121,"intervention","leftIFOF"
"38",39,2.9009512023287,0.091225901224897,"mean_RMSt","leftIFOF"
"38",39,0.509823024309151,0.602858131009801,"timeintervention","leftIFOF"
"39",40,4.39477253767248,0.0396167778053989,"time","leftIFOF"
"39",40,1.899531909588,0.156526717513656,"intervention","leftIFOF"
"39",40,3.7685608717967,0.0546592054491837,"mean_RMSt","leftIFOF"
"39",40,0.544894142279136,0.582420918172356,"timeintervention","leftIFOF"
"4",5,0.587093761895969,0.44633935592527,"time","leftIFOF"
"4",5,0.356881018404385,0.701120307978831,"intervention","leftIFOF"
"4",5,6.75842255968023,0.0105366482908157,"mean_RMSt","leftIFOF"
"4",5,2.61475252121788,0.0813377107527936,"timeintervention","leftIFOF"
"40",41,3.98378694040293,0.0498218110877734,"time","leftIFOF"
"40",41,2.00453495485916,0.141740749873184,"intervention","leftIFOF"
"40",41,4.59912143623385,0.0340595260303575,"mean_RMSt","leftIFOF"
"40",41,0.495836510839667,0.611278594548699,"timeintervention","leftIFOF"
"41",42,3.15965304520055,0.0797975602105537,"time","leftIFOF"
"41",42,2.19234616140464,0.118655890672618,"intervention","leftIFOF"
"41",42,5.05387477311099,0.0264089440481107,"mean_RMSt","leftIFOF"
"41",42,0.240978860716828,0.786534940144825,"timeintervention","leftIFOF"
"42",43,2.33715573796633,0.130790689117766,"time","leftIFOF"
"42",43,1.96535204486237,0.147075108318307,"intervention","leftIFOF"
"42",43,4.89634801691686,0.0288613515230102,"mean_RMSt","leftIFOF"
"42",43,0.205210198682512,0.814983168123561,"timeintervention","leftIFOF"
"43",44,2.07191376947871,0.154479611403578,"time","leftIFOF"
"43",44,1.67088178704046,0.194826057927542,"intervention","leftIFOF"
"43",44,4.02178973527598,0.0472727253520991,"mean_RMSt","leftIFOF"
"43",44,0.0665255711172383,0.935700663258237,"timeintervention","leftIFOF"
"44",45,2.21972958923444,0.140769432645943,"time","leftIFOF"
"44",45,1.46187890453649,0.238148449891921,"intervention","leftIFOF"
"44",45,3.05082563545495,0.0834430436820652,"mean_RMSt","leftIFOF"
"44",45,0.0341427507906454,0.966450423690225,"timeintervention","leftIFOF"
"45",46,1.70894547835911,0.195386241968041,"time","leftIFOF"
"45",46,1.4572661139202,0.23915688267073,"intervention","leftIFOF"
"45",46,3.27814963677189,0.0728966681657508,"mean_RMSt","leftIFOF"
"45",46,0.30835601374816,0.735687243146149,"timeintervention","leftIFOF"
"46",47,1.07286235633526,0.303892250204175,"time","leftIFOF"
"46",47,1.56215635294028,0.216194343519446,"intervention","leftIFOF"
"46",47,5.12203765536025,0.0256162134774678,"mean_RMSt","leftIFOF"
"46",47,1.06331349679019,0.351100312589816,"timeintervention","leftIFOF"
"47",48,0.708454746806006,0.40291794390895,"time","leftIFOF"
"47",48,1.75734589720734,0.179320247910298,"intervention","leftIFOF"
"47",48,8.01595486255552,0.00558924714807469,"mean_RMSt","leftIFOF"
"47",48,2.28971683980685,0.109395665870883,"timeintervention","leftIFOF"
"48",49,1.0709567757376,0.304454846423241,"time","leftIFOF"
"48",49,1.97054748245035,0.146291892581262,"intervention","leftIFOF"
"48",49,9.52782867260904,0.00264295563916361,"mean_RMSt","leftIFOF"
"48",49,3.58960736874551,0.0332560725396293,"timeintervention","leftIFOF"
"49",50,1.45365339980135,0.232185719751487,"time","leftIFOF"
"49",50,2.18433110631556,0.119398655488507,"intervention","leftIFOF"
"49",50,10.111246956954,0.00198821392010495,"mean_RMSt","leftIFOF"
"49",50,4.1918162927915,0.019423751139586,"timeintervention","leftIFOF"
"5",6,1.59481328398999,0.211316298865241,"time","leftIFOF"
"5",6,1.89873739440999,0.157598939944299,"intervention","leftIFOF"
"5",6,7.54419981307491,0.00698105088435696,"mean_RMSt","leftIFOF"
"5",6,2.42995119484978,0.0967383755303811,"timeintervention","leftIFOF"
"50",51,1.70943008506477,0.195496270607142,"time","leftIFOF"
"50",51,2.32406292673619,0.104588226570698,"intervention","leftIFOF"
"50",51,11.909881237157,0.000831051688979021,"mean_RMSt","leftIFOF"
"50",51,4.09933526859366,0.0210468987344623,"timeintervention","leftIFOF"
"51",52,2.3769505106955,0.127705821354743,"time","leftIFOF"
"51",52,2.29216847839218,0.107723794293701,"intervention","leftIFOF"
"51",52,10.4861471741327,0.00162785932753439,"mean_RMSt","leftIFOF"
"51",52,2.99009789502013,0.0570837299616274,"timeintervention","leftIFOF"
"52",53,3.14800838585823,0.0803203374992006,"time","leftIFOF"
"52",53,2.07763304837658,0.131955889228646,"intervention","leftIFOF"
"52",53,7.94709262463286,0.00574368887235314,"mean_RMSt","leftIFOF"
"52",53,1.76820614829459,0.178393349561607,"timeintervention","leftIFOF"
"53",54,4.00286262151308,0.0492287802062123,"time","leftIFOF"
"53",54,1.48231771485974,0.233299298059586,"intervention","leftIFOF"
"53",54,6.35964258236019,0.0131197072713744,"mean_RMSt","leftIFOF"
"53",54,0.728407992748974,0.486378262807474,"timeintervention","leftIFOF"
"54",55,4.43970351546767,0.0386706372493794,"time","leftIFOF"
"54",55,0.827441620358032,0.440900593191026,"intervention","leftIFOF"
"54",55,6.03972046143109,0.0155999515938812,"mean_RMSt","leftIFOF"
"54",55,0.432559173862284,0.650626191417477,"timeintervention","leftIFOF"
"55",56,5.26126286964928,0.0248563198956892,"time","leftIFOF"
"55",56,0.348634874884843,0.706733436461014,"intervention","leftIFOF"
"55",56,5.92497153054707,0.0166738034982868,"mean_RMSt","leftIFOF"
"55",56,0.499978307158093,0.60880966742035,"timeintervention","leftIFOF"
"56",57,4.15146258436928,0.045486537437566,"time","leftIFOF"
"56",57,0.137091637740881,0.872100142978986,"intervention","leftIFOF"
"56",57,5.12558179335027,0.0257154063489124,"mean_RMSt","leftIFOF"
"56",57,0.837252218163087,0.437478137060745,"timeintervention","leftIFOF"
"57",58,3.16926020597763,0.0794725607000099,"time","leftIFOF"
"57",58,0.11076139003104,0.895295217835986,"intervention","leftIFOF"
"57",58,4.04120438226135,0.0468980337983398,"mean_RMSt","leftIFOF"
"57",58,1.11919498677868,0.332698276956464,"timeintervention","leftIFOF"
"58",59,1.67045821815313,0.200489528373004,"time","leftIFOF"
"58",59,0.271648103037816,0.762865904460429,"intervention","leftIFOF"
"58",59,3.69159569887139,0.057109958473811,"mean_RMSt","leftIFOF"
"58",59,1.2065419820855,0.305735269304496,"timeintervention","leftIFOF"
"59",60,0.556365065862109,0.458208199401276,"time","leftIFOF"
"59",60,0.694771621359534,0.502391787744091,"intervention","leftIFOF"
"59",60,3.51551701051018,0.0631209446443908,"mean_RMSt","leftIFOF"
"59",60,1.27034461673558,0.287402408205284,"timeintervention","leftIFOF"
"6",7,3.89775743687701,0.052701171566826,"time","leftIFOF"
"6",7,4.03276016312157,0.0221264283977997,"intervention","leftIFOF"
"6",7,6.56286543976232,0.0116440454964367,"mean_RMSt","leftIFOF"
"6",7,1.39904728139494,0.254743261239519,"timeintervention","leftIFOF"
"60",61,0.0745220349454494,0.785659906974319,"time","leftIFOF"
"60",61,1.20379947080128,0.305850810584186,"intervention","leftIFOF"
"60",61,3.56597574151815,0.0612494675557245,"mean_RMSt","leftIFOF"
"60",61,1.15777338328307,0.320379668940593,"timeintervention","leftIFOF"
"61",62,0.00183467479341998,0.965955456540575,"time","leftIFOF"
"61",62,1.50358081588526,0.228972602180056,"intervention","leftIFOF"
"61",62,3.21411592264036,0.0754257706071398,"mean_RMSt","leftIFOF"
"61",62,0.540200240349502,0.585140609924105,"timeintervention","leftIFOF"
"62",63,0.010466685317412,0.918803081282073,"time","leftIFOF"
"62",63,1.52916646481653,0.223324664747768,"intervention","leftIFOF"
"62",63,2.30603172082917,0.131475034456353,"mean_RMSt","leftIFOF"
"62",63,0.17511301884796,0.839743379898471,"timeintervention","leftIFOF"
"63",64,0.0764875396795952,0.782924393172695,"time","leftIFOF"
"63",64,1.53445125337908,0.222147858229732,"intervention","leftIFOF"
"63",64,2.00096638962896,0.159816956345602,"mean_RMSt","leftIFOF"
"63",64,0.112858767082661,0.893445654457714,"timeintervention","leftIFOF"
"64",65,0.261295522052548,0.610828695870733,"time","leftIFOF"
"64",65,1.38956765342369,0.255394266834472,"intervention","leftIFOF"
"64",65,1.94971999775285,0.165241967305895,"mean_RMSt","leftIFOF"
"64",65,0.137007136789764,0.872206643753872,"timeintervention","leftIFOF"
"65",66,0.167582127549398,0.683501204097975,"time","leftIFOF"
"65",66,0.952673193735018,0.390233325007393,"intervention","leftIFOF"
"65",66,1.53960034092482,0.217091414978803,"mean_RMSt","leftIFOF"
"65",66,0.197483392593053,0.821264504269399,"timeintervention","leftIFOF"
"66",67,0.0186402880893154,0.891793263652131,"time","leftIFOF"
"66",67,0.801793578599608,0.452348655299252,"intervention","leftIFOF"
"66",67,1.43656771587303,0.232979261293388,"mean_RMSt","leftIFOF"
"66",67,0.272206213903593,0.762537449465842,"timeintervention","leftIFOF"
"67",68,0.0115209975442562,0.91483738337801,"time","leftIFOF"
"67",68,1.53476371028532,0.222421406775811,"intervention","leftIFOF"
"67",68,1.90189678557474,0.170355871128295,"mean_RMSt","leftIFOF"
"67",68,0.699873881809056,0.500360294450287,"timeintervention","leftIFOF"
"68",69,0.0168235967003468,0.89717569335528,"time","leftIFOF"
"68",69,2.51271909317115,0.0879327736352023,"intervention","leftIFOF"
"68",69,2.23056627137648,0.137895368901292,"mean_RMSt","leftIFOF"
"68",69,1.18252969140098,0.312929612140797,"timeintervention","leftIFOF"
"69",70,0.00801920380813149,0.928892823768597,"time","leftIFOF"
"69",70,2.9629855058906,0.0576478652298493,"intervention","leftIFOF"
"69",70,1.97065494293274,0.162834393454155,"mean_RMSt","leftIFOF"
"69",70,1.46408226070473,0.238411976255268,"timeintervention","leftIFOF"
"7",8,3.92275053599037,0.051632318040494,"time","leftIFOF"
"7",8,5.34263855598603,0.00687727071455704,"intervention","leftIFOF"
"7",8,4.92604127756699,0.0281950034153669,"mean_RMSt","leftIFOF"
"7",8,0.719598241499204,0.490766756909418,"timeintervention","leftIFOF"
"70",71,0.000762004311704647,0.978051881708322,"time","leftIFOF"
"70",71,2.65289390569134,0.0769055803560403,"intervention","leftIFOF"
"70",71,1.72602131107157,0.191213926703795,"mean_RMSt","leftIFOF"
"70",71,1.24915823546513,0.293012055622353,"timeintervention","leftIFOF"
"71",72,2.21406923361719e-05,0.996258213501495,"time","leftIFOF"
"71",72,1.73882090380909,0.182525553009457,"intervention","leftIFOF"
"71",72,1.69122667796733,0.195723049565256,"mean_RMSt","leftIFOF"
"71",72,1.22314016366364,0.300424025376224,"timeintervention","leftIFOF"
"72",73,0.129719195989698,0.719748907088774,"time","leftIFOF"
"72",73,1.36854847981716,0.260480124081534,"intervention","leftIFOF"
"72",73,1.27378771142385,0.261213695388803,"mean_RMSt","leftIFOF"
"72",73,1.21124623067453,0.303936173150644,"timeintervention","leftIFOF"
"73",74,0.544939523406521,0.462770819864583,"time","leftIFOF"
"73",74,1.18608580838807,0.310830983556429,"intervention","leftIFOF"
"73",74,1.26194279721726,0.263526796082762,"mean_RMSt","leftIFOF"
"73",74,0.947478020449813,0.392675049485229,"timeintervention","leftIFOF"
"74",75,1.30488716471313,0.257066226776592,"time","leftIFOF"
"74",75,1.19684067603343,0.30762181816187,"intervention","leftIFOF"
"74",75,1.04550211031248,0.308576541194843,"mean_RMSt","leftIFOF"
"74",75,0.207241160075346,0.813324170470702,"timeintervention","leftIFOF"
"75",76,2.25640610082599,0.137311244032553,"time","leftIFOF"
"75",76,1.2944824433979,0.279793599859757,"intervention","leftIFOF"
"75",76,0.74075103592792,0.391079239916181,"mean_RMSt","leftIFOF"
"75",76,0.000254390907993629,0.999745642361029,"timeintervention","leftIFOF"
"76",77,3.39281203015675,0.0694651018305771,"time","leftIFOF"
"76",77,1.09330848708025,0.340109265361261,"intervention","leftIFOF"
"76",77,0.954894704385943,0.330373568860452,"mean_RMSt","leftIFOF"
"76",77,0.0231754907708693,0.977098380756137,"timeintervention","leftIFOF"
"77",78,4.4112680113396,0.0391277047412573,"time","leftIFOF"
"77",78,0.516590848881379,0.598547650141836,"intervention","leftIFOF"
"77",78,1.99337576251147,0.160548072837853,"mean_RMSt","leftIFOF"
"77",78,0.0670676095622568,0.935191696743961,"timeintervention","leftIFOF"
"78",79,4.68475191456874,0.0336932984227613,"time","leftIFOF"
"78",79,0.0780765395736207,0.924964604795561,"intervention","leftIFOF"
"78",79,3.96388814166869,0.0487785795100974,"mean_RMSt","leftIFOF"
"78",79,0.0853333735993664,0.918301500701227,"timeintervention","leftIFOF"
"79",80,3.79919477812582,0.055055707793861,"time","leftIFOF"
"79",80,0.00836648156876646,0.991669287013804,"intervention","leftIFOF"
"79",80,6.16504225923893,0.014404904505658,"mean_RMSt","leftIFOF"
"79",80,0.429556232744378,0.652478100791181,"timeintervention","leftIFOF"
"8",9,2.63088669257717,0.109133575783876,"time","leftIFOF"
"8",9,5.46248712057413,0.00617148336908804,"intervention","leftIFOF"
"8",9,5.00963256060583,0.0268102464671132,"mean_RMSt","leftIFOF"
"8",9,0.235988237064945,0.790424886752217,"timeintervention","leftIFOF"
"80",81,2.17328351853821,0.144535989862935,"time","leftIFOF"
"80",81,0.000623766734125679,0.999376432553877,"intervention","leftIFOF"
"80",81,7.80326250888619,0.00603814201991598,"mean_RMSt","leftIFOF"
"80",81,0.912682018192227,0.405975117805185,"timeintervention","leftIFOF"
"81",82,0.875894478690909,0.35223587914755,"time","leftIFOF"
"81",82,0.000320052688078308,0.999679999777764,"intervention","leftIFOF"
"81",82,6.43964826564771,0.01236438207445,"mean_RMSt","leftIFOF"
"81",82,1.48403221709375,0.233382496691617,"timeintervention","leftIFOF"
"82",83,0.302346617220057,0.583989521281632,"time","leftIFOF"
"82",83,0.0129016264246157,0.987183279255527,"intervention","leftIFOF"
"82",83,2.91840027678679,0.0899354070238257,"mean_RMSt","leftIFOF"
"82",83,1.54222325619121,0.220672464325347,"timeintervention","leftIFOF"
"83",84,0.34862765045269,0.556618220197574,"time","leftIFOF"
"83",84,0.0315171405394794,0.968986484783358,"intervention","leftIFOF"
"83",84,0.736253288580245,0.392407027983675,"mean_RMSt","leftIFOF"
"83",84,0.727338636050082,0.48663759613317,"timeintervention","leftIFOF"
"84",85,0.301114526130488,0.584779731496549,"time","leftIFOF"
"84",85,0.0290423144892592,0.971385748578707,"intervention","leftIFOF"
"84",85,0.276215751290562,0.600068087656664,"mean_RMSt","leftIFOF"
"84",85,0.211522408764962,0.809845005759308,"timeintervention","leftIFOF"
"85",86,0.0852377969530035,0.771115102788794,"time","leftIFOF"
"85",86,0.215577393118491,0.806550478343091,"intervention","leftIFOF"
"85",86,0.239449026849465,0.625417379170478,"mean_RMSt","leftIFOF"
"85",86,0.0106666957238166,0.989391542608671,"timeintervention","leftIFOF"
"86",87,0.0413492528617749,0.83940921397284,"time","leftIFOF"
"86",87,1.35663749392875,0.26347083906781,"intervention","leftIFOF"
"86",87,0.559679388439081,0.4557323522259,"mean_RMSt","leftIFOF"
"86",87,0.108190964639723,0.897601011155224,"timeintervention","leftIFOF"
"87",88,0.778652938332805,0.380322555675832,"time","leftIFOF"
"87",88,2.75593289434994,0.0696092147607013,"intervention","leftIFOF"
"87",88,1.47811546556388,0.226280669126307,"mean_RMSt","leftIFOF"
"87",88,0.177584833920767,0.83765117628933,"timeintervention","leftIFOF"
"88",89,1.59135673461407,0.210959291533757,"time","leftIFOF"
"88",89,3.73417939428032,0.0281510402534035,"intervention","leftIFOF"
"88",89,3.30699882027454,0.0712987955964935,"mean_RMSt","leftIFOF"
"88",89,0.0999208078372471,0.905032379210766,"timeintervention","leftIFOF"
"89",90,0.664728543988372,0.417439411250838,"time","leftIFOF"
"89",90,4.49814896927282,0.0141150326771954,"intervention","leftIFOF"
"89",90,3.98459536624327,0.0480024318700021,"mean_RMSt","leftIFOF"
"89",90,0.200429779685414,0.818830235470255,"timeintervention","leftIFOF"
"9",10,1.19548822336295,0.277782164228688,"time","leftIFOF"
"9",10,4.27190763299837,0.0176021396983011,"intervention","leftIFOF"
"9",10,5.92775598595773,0.0161727652707448,"mean_RMSt","leftIFOF"
"9",10,0.160520344276574,0.852012736786647,"timeintervention","leftIFOF"
"90",91,0.0694978256192945,0.792796712006572,"time","leftIFOF"
"90",91,4.60035637669946,0.012942554493911,"intervention","leftIFOF"
"90",91,3.26682770541643,0.073002939617882,"mean_RMSt","leftIFOF"
"90",91,0.907138312027569,0.408303424478804,"timeintervention","leftIFOF"
"91",92,0.00231244424603943,0.96177756977689,"time","leftIFOF"
"91",92,3.60538125899257,0.0318925851087944,"intervention","leftIFOF"
"91",92,1.77576486536831,0.185034608156875,"mean_RMSt","leftIFOF"
"91",92,1.71947982852247,0.186694316922226,"timeintervention","leftIFOF"
"92",93,0.0146958230003378,0.903861235506075,"time","leftIFOF"
"92",93,2.34949375683168,0.102425062854101,"intervention","leftIFOF"
"92",93,0.923955231079358,0.338359510463849,"mean_RMSt","leftIFOF"
"92",93,2.27420400091474,0.110854987535887,"timeintervention","leftIFOF"
"93",94,0.000515260273714602,0.981958695925178,"time","leftIFOF"
"93",94,1.47445583139187,0.235700541295743,"intervention","leftIFOF"
"93",94,0.678578667010453,0.411801367132156,"mean_RMSt","leftIFOF"
