"model","node","fstat","pval","variable","tract"
"45",46,4.78796043840967,0.032081762209621,"time","leftAF"
"45",46,1.13227005796672,0.327401519802385,"intervention","leftAF"
"45",46,2.47266294073587,0.118823801591034,"mean_RMSt","leftAF"
"45",46,0.584068129067105,0.56046043726094,"timeintervention","leftAF"
"46",47,5.76574127018956,0.0190725750243278,"time","leftAF"
"46",47,1.46225516770548,0.23782107000507,"intervention","leftAF"
"46",47,2.13683968648998,0.146783812004107,"mean_RMSt","leftAF"
"46",47,0.568619340367544,0.569039781490855,"timeintervention","leftAF"
"47",48,7.29223739074567,0.00874981058747233,"time","leftAF"
"47",48,1.70103933741895,0.189065205479724,"intervention","leftAF"
"47",48,1.52395023301001,0.219805946328623,"mean_RMSt","leftAF"
"47",48,0.393285736911873,0.676416857367418,"timeintervention","leftAF"
"48",49,8.76476013839361,0.00427112230671607,"time","leftAF"
"48",49,1.91642763668979,0.154025505394059,"intervention","leftAF"
"48",49,0.85544570664999,0.357173926141117,"mean_RMSt","leftAF"
"48",49,0.295944943452722,0.744844251669734,"timeintervention","leftAF"
"49",50,8.7120841591124,0.00441614201072499,"time","leftAF"
"49",50,2.09690590013769,0.129924679563687,"intervention","leftAF"
"49",50,0.440052324669819,0.508569691093317,"mean_RMSt","leftAF"
"49",50,0.216919739946604,0.805602548724965,"timeintervention","leftAF"
"5",6,0.285278432927414,0.595088678348079,"time","leftAF"
"5",6,1.55809751350217,0.217243856360753,"intervention","leftAF"
"5",6,0.648709699105569,0.42232548231315,"mean_RMSt","leftAF"
"5",6,0.983657324934766,0.379626885448622,"timeintervention","leftAF"
"50",51,8.86378250652206,0.00413995023829454,"time","leftAF"
"50",51,2.01193022657107,0.140956541668075,"intervention","leftAF"
"50",51,0.0768356759252989,0.782197878376596,"mean_RMSt","leftAF"
"50",51,0.151792373565272,0.859493155548916,"timeintervention","leftAF"
"51",52,9.64061804028104,0.00288329694386762,"time","leftAF"
"51",52,1.54155142354729,0.220783418379876,"intervention","leftAF"
"51",52,0.00196253138863137,0.964759250512473,"mean_RMSt","leftAF"
"51",52,0.0366237603572715,0.964060475645365,"timeintervention","leftAF"
"52",53,10.3989188986329,0.00203315455130485,"time","leftAF"
"52",53,1.02871160492468,0.36241088353073,"intervention","leftAF"
"52",53,0.1145972461266,0.735789511444988,"mean_RMSt","leftAF"
"52",53,0.0116176737146093,0.988451801582469,"timeintervention","leftAF"
"53",54,10.631131105925,0.00182731383886937,"time","leftAF"
"53",54,0.547498295592232,0.58063754328572,"intervention","leftAF"
"53",54,0.254667679201886,0.615159584985815,"mean_RMSt","leftAF"
"53",54,0.155682506444691,0.85617881320622,"timeintervention","leftAF"
"54",55,8.09629788458611,0.00602373759985484,"time","leftAF"
"54",55,0.297398885495451,0.743591913715255,"intervention","leftAF"
"54",55,0.38911313261407,0.534484413267171,"mean_RMSt","leftAF"
"54",55,0.158787315866901,0.853534400180152,"timeintervention","leftAF"
"55",56,5.36891894939988,0.0237527473721307,"time","leftAF"
"55",56,0.438449313984515,0.646612052294058,"intervention","leftAF"
"55",56,0.354826270908372,0.552903047864678,"mean_RMSt","leftAF"
"55",56,0.110643501386396,0.895434729033807,"timeintervention","leftAF"
"56",57,3.50192878502456,0.065796147071851,"time","leftAF"
"56",57,0.865289584265967,0.424875714982387,"intervention","leftAF"
"56",57,0.172782698837246,0.67859172135963,"mean_RMSt","leftAF"
"56",57,0.120353788678884,0.886808374706063,"timeintervention","leftAF"
"57",58,2.24637168403875,0.138670381002515,"time","leftAF"
"57",58,1.29332333417792,0.280061790346196,"intervention","leftAF"
"57",58,0.0174921848054335,0.895048501651487,"mean_RMSt","leftAF"
"57",58,0.372653528712048,0.690372399485041,"timeintervention","leftAF"
"58",59,1.31932248544488,0.254841713881987,"time","leftAF"
"58",59,1.51309063446349,0.226519154328425,"intervention","leftAF"
"58",59,0.353253355898567,0.553621141674769,"mean_RMSt","leftAF"
"58",59,0.920083376118246,0.403642871671651,"timeintervention","leftAF"
"59",60,1.03973455643742,0.311609144565957,"time","leftAF"
"59",60,1.50842050139388,0.227579379602483,"intervention","leftAF"
"59",60,0.946011370458757,0.333076257007395,"mean_RMSt","leftAF"
"59",60,1.44942094075406,0.242276460726495,"timeintervention","leftAF"
"6",7,0.20745035679747,0.650279745141662,"time","leftAF"
"6",7,1.33922029432281,0.268129975842814,"intervention","leftAF"
"6",7,1.0593885792532,0.30565863022113,"mean_RMSt","leftAF"
"6",7,0.882780603748735,0.41864454104835,"timeintervention","leftAF"
"60",61,1.12840089159376,0.292001713894101,"time","leftAF"
"60",61,1.39483091031875,0.25395952453294,"intervention","leftAF"
"60",61,1.5323143028184,0.218631852262054,"mean_RMSt","leftAF"
"60",61,1.55396306592299,0.219274779633901,"timeintervention","leftAF"
"61",62,1.19241512491414,0.278821708471458,"time","leftAF"
"61",62,1.13414291629982,0.326925001808208,"intervention","leftAF"
"61",62,2.76811187493596,0.099233079366304,"mean_RMSt","leftAF"
"61",62,1.35345920339206,0.265627654430096,"timeintervention","leftAF"
"62",63,1.24539517063572,0.268457177866753,"time","leftAF"
"62",63,0.966627301277736,0.384845342143369,"intervention","leftAF"
"62",63,3.98468335833014,0.04854000899863,"mean_RMSt","leftAF"
"62",63,0.84430916462169,0.434543780524637,"timeintervention","leftAF"
"63",64,1.27590908827927,0.262726894682865,"time","leftAF"
"63",64,0.998132828520446,0.373205380243043,"intervention","leftAF"
"63",64,4.75124295620854,0.031529788672988,"mean_RMSt","leftAF"
"63",64,0.277310274069023,0.758717644442169,"timeintervention","leftAF"
"64",65,1.51693176610918,0.222453510289213,"time","leftAF"
"64",65,1.12985648693043,0.328318123304888,"intervention","leftAF"
"64",65,5.27014740185526,0.0236930666449941,"mean_RMSt","leftAF"
"64",65,0.0638741666696099,0.938182605179249,"timeintervention","leftAF"
"65",66,1.96021213603776,0.166212661633643,"time","leftAF"
"65",66,1.25925188611381,0.289632638698402,"intervention","leftAF"
"65",66,5.26078195720563,0.02381150783408,"mean_RMSt","leftAF"
"65",66,0.115969281886032,0.890690467446856,"timeintervention","leftAF"
"66",67,2.74282789964583,0.102500628268412,"time","leftAF"
"66",67,1.32726908392132,0.271235103245964,"intervention","leftAF"
"66",67,5.14598555349641,0.025331361939796,"mean_RMSt","leftAF"
"66",67,0.169579109032357,0.84440250196953,"timeintervention","leftAF"
"67",68,3.56985219809957,0.0632629093650394,"time","leftAF"
"67",68,1.27999412436392,0.283940871930366,"intervention","leftAF"
"67",68,5.55812240993023,0.0201880560851545,"mean_RMSt","leftAF"
"67",68,0.186391869269927,0.83040050277724,"timeintervention","leftAF"
"68",69,4.42539934875826,0.0392297008636062,"time","leftAF"
"68",69,1.28408814377968,0.282816857221929,"intervention","leftAF"
"68",69,5.61006444521094,0.0196029128154548,"mean_RMSt","leftAF"
"68",69,0.2689141791267,0.765070227809825,"timeintervention","leftAF"
"69",70,4.18626971713498,0.0447373996972159,"time","leftAF"
"69",70,1.2660820097267,0.287791325704708,"intervention","leftAF"
"69",70,5.35173558060117,0.0225451307422279,"mean_RMSt","leftAF"
"69",70,0.407438091118252,0.667066746079828,"timeintervention","leftAF"
"7",8,0.12994521999363,0.719641656007528,"time","leftAF"
"7",8,1.57174839406284,0.214371224511143,"intervention","leftAF"
"7",8,1.35867077923736,0.246245197837467,"mean_RMSt","leftAF"
"7",8,0.573388749795855,0.566490052650064,"timeintervention","leftAF"
"70",71,3.48504978934253,0.0664386076903554,"time","leftAF"
"70",71,1.22771569479387,0.29875725604949,"intervention","leftAF"
"70",71,4.49179118405865,0.0363100120356041,"mean_RMSt","leftAF"
"70",71,0.672176872125839,0.514224117296079,"timeintervention","leftAF"
"71",72,3.69184616995211,0.059183380892928,"time","leftAF"
"71",72,1.04399725075076,0.35719599319177,"intervention","leftAF"
"71",72,3.14005176798753,0.0791892324558559,"mean_RMSt","leftAF"
"71",72,0.780636757449015,0.462617510077031,"timeintervention","leftAF"
"72",73,3.86335318826259,0.0537560636416297,"time","leftAF"
"72",73,0.926021320827297,0.400752060357058,"intervention","leftAF"
"72",73,1.9730189212772,0.162895957697468,"mean_RMSt","leftAF"
"72",73,0.447462902405792,0.641331077136404,"timeintervention","leftAF"
"73",74,3.81130686158862,0.0552301720229425,"time","leftAF"
"73",74,0.985718467965297,0.37803936495447,"intervention","leftAF"
"73",74,1.38325178759341,0.241964882367456,"mean_RMSt","leftAF"
"73",74,0.313694280936603,0.7318851325269,"timeintervention","leftAF"
"74",75,3.15251096734369,0.0803512264585975,"time","leftAF"
"74",75,1.32959047214397,0.270719491138936,"intervention","leftAF"
"74",75,0.928615415397094,0.337188239489283,"mean_RMSt","leftAF"
"74",75,0.429119242634717,0.652922057797271,"timeintervention","leftAF"
"75",76,2.14113224251147,0.147994164304104,"time","leftAF"
"75",76,1.59129235077957,0.210328487784998,"intervention","leftAF"
"75",76,0.768761751772026,0.382370784449271,"mean_RMSt","leftAF"
"75",76,0.619262345524701,0.541448115312504,"timeintervention","leftAF"
"76",77,1.53219914199938,0.220080252872824,"time","leftAF"
"76",77,1.46336184876176,0.237875433256059,"intervention","leftAF"
"76",77,0.548036461700945,0.460613905491785,"mean_RMSt","leftAF"
"76",77,0.874084406576721,0.422081409942415,"timeintervention","leftAF"
"77",78,1.23771107273274,0.26997671856253,"time","leftAF"
"77",78,1.32837086757723,0.270956402559088,"intervention","leftAF"
"77",78,0.67991526488575,0.41143220273187,"mean_RMSt","leftAF"
"77",78,0.948651769706388,0.392677296705724,"timeintervention","leftAF"
"78",79,0.987693199264282,0.324008162982444,"time","leftAF"
"78",79,1.00354795709784,0.371341402875877,"intervention","leftAF"
"78",79,0.820349856908965,0.367187715172696,"mean_RMSt","leftAF"
"78",79,1.03321603768507,0.361822012278257,"timeintervention","leftAF"
"79",80,1.0912752123573,0.300018743600749,"time","leftAF"
"79",80,1.35223090888279,0.264710880642322,"intervention","leftAF"
"79",80,0.411393839046512,0.522660260830567,"mean_RMSt","leftAF"
"79",80,0.877552647734686,0.420757505506988,"timeintervention","leftAF"
"8",9,0.114116073679007,0.736601768697117,"time","leftAF"
"8",9,1.39382954710159,0.254514666977277,"intervention","leftAF"
"8",9,1.47351041663177,0.227367719263505,"mean_RMSt","leftAF"
"8",9,0.205757911061926,0.814579669173111,"timeintervention","leftAF"
"80",81,1.41794004498708,0.238000234098948,"time","leftAF"
"80",81,1.81581897332624,0.169522428340752,"intervention","leftAF"
"80",81,0.135318081474464,0.713723398100857,"mean_RMSt","leftAF"
"80",81,0.375480676817201,0.68845605077919,"timeintervention","leftAF"
"81",82,1.56762480204934,0.2149332388582,"time","leftAF"
"81",82,2.02195851993926,0.139296144593494,"intervention","leftAF"
"81",82,0.00025204951865979,0.987362748680986,"mean_RMSt","leftAF"
"81",82,0.298553741653759,0.742907916564539,"timeintervention","leftAF"
"82",83,1.62940800932911,0.206085778366362,"time","leftAF"
"82",83,2.24739938781024,0.112456090185239,"intervention","leftAF"
"82",83,0.425629233303461,0.515446339616342,"mean_RMSt","leftAF"
"82",83,0.3319654549259,0.718694319836272,"timeintervention","leftAF"
"83",84,1.6061472735096,0.209204200515731,"time","leftAF"
"83",84,2.23694990180894,0.113475598838482,"intervention","leftAF"
"83",84,1.39958247439605,0.239171836959393,"mean_RMSt","leftAF"
"83",84,0.177272011074776,0.837936291271586,"timeintervention","leftAF"
"84",85,1.62809232452796,0.206078167017609,"time","leftAF"
"84",85,2.62353982388564,0.0787425556962369,"intervention","leftAF"
"84",85,2.14953862474933,0.145248756153289,"mean_RMSt","leftAF"
"84",85,0.0759663190344634,0.926924209793636,"timeintervention","leftAF"
"85",86,1.69638038413059,0.196956698344095,"time","leftAF"
"85",86,2.81545586191357,0.065790380326185,"intervention","leftAF"
"85",86,2.15327949120101,0.144946994695149,"mean_RMSt","leftAF"
"85",86,0.0238769019530654,0.97641395434467,"timeintervention","leftAF"
"86",87,1.46414731303632,0.230341119420296,"time","leftAF"
"86",87,2.11714062938837,0.127105320298388,"intervention","leftAF"
"86",87,1.18342669537403,0.278929173171848,"mean_RMSt","leftAF"
"86",87,0.056052463280326,0.945533262032,"timeintervention","leftAF"
"87",88,1.26268496741938,0.265003658565981,"time","leftAF"
"87",88,1.2293065579138,0.298086131043862,"intervention","leftAF"
"87",88,0.84113731375531,0.360932407285627,"mean_RMSt","leftAF"
"87",88,0.0660844218654691,0.936112478680493,"timeintervention","leftAF"
"88",89,0.755275154833028,0.387709439492507,"time","leftAF"
"88",89,0.695970417357706,0.501688032488986,"intervention","leftAF"
"88",89,0.918381751488182,0.339703348267939,"mean_RMSt","leftAF"
"88",89,0.0994095276050536,0.905501104644308,"timeintervention","leftAF"
"89",90,0.204481374256159,0.652438235590116,"time","leftAF"
"89",90,0.264956084866058,0.767933069703038,"intervention","leftAF"
"89",90,0.831384562533527,0.363509751755726,"mean_RMSt","leftAF"
"89",90,0.0780946265565422,0.924955395597309,"timeintervention","leftAF"
"9",10,0.344275105893419,0.559416495310971,"time","leftAF"
"9",10,1.03132468315336,0.361475024477587,"intervention","leftAF"
"9",10,1.25045279263691,0.266000848241121,"mean_RMSt","leftAF"
"9",10,0.114293240003554,0.892181792365112,"timeintervention","leftAF"
"90",91,0.000840187149771953,0.976950223448049,"time","leftAF"
"90",91,0.0781906435511851,0.924861420613291,"intervention","leftAF"
"90",91,0.55801943466145,0.456348946192799,"mean_RMSt","leftAF"
"90",91,0.116817615190754,0.889910383472247,"timeintervention","leftAF"
"91",92,0.00419914768659676,0.948498061810444,"time","leftAF"
"91",92,0.00264313794344142,0.997360443081178,"intervention","leftAF"
"91",92,0.348341368119932,0.556035298712911,"mean_RMSt","leftAF"
"91",92,0.11296379061494,0.893334915959737,"timeintervention","leftAF"
"92",93,0.00733117530802218,0.931996988490149,"time","leftAF"
"92",93,0.135203362669821,0.873749893876915,"intervention","leftAF"
"92",93,0.0898873911102707,0.764779435517798,"mean_RMSt","leftAF"
"92",93,0.0266132213053568,0.973747469703921,"timeintervention","leftAF"
"93",94,0.343237501007391,0.55979263850683,"time","leftAF"
"93",94,0.464514020768017,0.630190830184934,"intervention","leftAF"
"93",94,0.0085627274452723,0.926415196760243,"mean_RMSt","leftAF"
"93",94,0.171867114209531,0.842447870863879,"timeintervention","leftAF"
"94",95,2.54363784682531,0.115187112416421,"time","leftAF"
"94",95,1.25672000158883,0.290318580741508,"intervention","leftAF"
"94",95,0.176807355607348,0.674852190085955,"mean_RMSt","leftAF"
"94",95,0.283550226122158,0.753986362128608,"timeintervention","leftAF"
"95",96,5.06022778087292,0.0277282727544783,"time","leftAF"
"95",96,2.21209079041364,0.116382527018254,"intervention","leftAF"
"95",96,0.794843981112003,0.374485427648168,"mean_RMSt","leftAF"
"95",96,0.173931229004929,0.840740620349543,"timeintervention","leftAF"
"96",97,5.03324961864234,0.028192109856068,"time","leftAF"
"96",97,2.38104451421358,0.0992225196035996,"intervention","leftAF"
"96",97,2.20772965383625,0.140167959656664,"mean_RMSt","leftAF"
"96",97,0.142023282244337,0.867871111347277,"timeintervention","leftAF"
"97",98,3.98899672591707,0.0499417717123911,"time","leftAF"
"97",98,2.25749049095662,0.111438843847093,"intervention","leftAF"
"97",98,4.17347198948732,0.0435922023956595,"mean_RMSt","leftAF"
"97",98,0.0225768372151339,0.977683909832105,"timeintervention","leftAF"
"98",99,0.236822353688568,0.628154001939921,"time","leftAF"
"98",99,1.97592209866834,0.145692131043636,"intervention","leftAF"
"98",99,2.41798499164375,0.122929338146546,"mean_RMSt","leftAF"
"98",99,0.963112807186665,0.387267104262532,"timeintervention","leftAF"
"1",2,1.18044187495215,0.281681560934729,"time","rightAF"
"1",2,1.0677603102232,0.349491015174908,"intervention","rightAF"
"1",2,0.660022235914736,0.41835242791864,"mean_RMSt","rightAF"
"1",2,0.180573053562367,0.835282563884881,"timeintervention","rightAF"
"10",11,0.0965366171816935,0.757094914396908,"time","rightAF"
"10",11,1.48589094160115,0.233524563429791,"intervention","rightAF"
"10",11,0.220003310438224,0.639983716915886,"mean_RMSt","rightAF"
"10",11,1.45833708841746,0.241225392522265,"timeintervention","rightAF"
"11",12,0.0248662152055194,0.875276733999555,"time","rightAF"
"11",12,1.37149189866194,0.260565829020093,"intervention","rightAF"
"11",12,0.457181268086178,0.500521727996233,"mean_RMSt","rightAF"
"11",12,2.12062790370361,0.130295366003976,"timeintervention","rightAF"
"12",13,0.0166690775826797,0.897775434017604,"time","rightAF"
"12",13,1.29444483675752,0.280607563611112,"intervention","rightAF"
"12",13,0.477355648605021,0.491470765390408,"mean_RMSt","rightAF"
"12",13,1.83375217576888,0.170764431832807,"timeintervention","rightAF"
"13",14,0.0035690918164954,0.952602023106241,"time","rightAF"
"13",14,1.46587644794529,0.238019961604949,"intervention","rightAF"
"13",14,0.498514303724827,0.482182472841729,"mean_RMSt","rightAF"
"13",14,0.958848740166352,0.390770097258785,"timeintervention","rightAF"
"14",15,0.00604449864027155,0.938341418393302,"time","rightAF"
"14",15,1.56716294040295,0.216062325182094,"intervention","rightAF"
"14",15,0.157877466316136,0.69212934067497,"mean_RMSt","rightAF"
"14",15,0.400631126285757,0.672173148311372,"timeintervention","rightAF"
"15",16,0.0223469551489971,0.881741420268232,"time","rightAF"
"15",16,0.881903595398116,0.418618039119885,"intervention","rightAF"
"15",16,0.0651671410363335,0.799083231422382,"mean_RMSt","rightAF"
