".y.","group1","group2","effsize","node","tract","n1","n2","conf.low","conf.high","magnitude"
"pre","0","1",-0.0456187025270574,39,"Right_Arcuate",27,56,-0.56,0.48,"negligible"
"pre","0","1",0.139231244003995,39,"Right_IFOF",27,56,-0.3,0.58,"negligible"
"pre","0","1",0.0164846088278064,39,"Right_ILF",27,56,-0.42,0.43,"negligible"
"pre","0","1",0.295706944768222,39,"Right_SLF",27,56,-0.15,0.8,"small"
"pre","0","1",0.0689751323112332,40,"Left_Arcuate",27,56,-0.43,0.58,"negligible"
"pre","0","1",0.383251039065711,40,"Left_IFOF",27,56,-0.07,0.94,"small"
"pre","0","1",0.136587266843451,40,"Left_ILF",27,56,-0.33,0.64,"negligible"
"pre","0","1",0.448125349342425,40,"Left_SLF",27,56,-0.04,0.99,"small"
"pre","0","1",-0.0971365362648944,40,"Right_Arcuate",27,56,-0.6,0.45,"negligible"
"pre","0","1",0.129221840161783,40,"Right_IFOF",27,56,-0.34,0.55,"negligible"
"pre","0","1",0.0143527516814557,40,"Right_ILF",27,56,-0.43,0.42,"negligible"
"pre","0","1",0.304100191086675,40,"Right_SLF",27,56,-0.19,0.86,"small"
"pre","0","1",0.0176401207843139,41,"Left_Arcuate",27,56,-0.47,0.51,"negligible"
"pre","0","1",0.373147222959037,41,"Left_IFOF",27,56,-0.12,0.84,"small"
"pre","0","1",0.149093774329493,41,"Left_ILF",27,56,-0.34,0.61,"negligible"
"pre","0","1",0.517952326008017,41,"Left_SLF",27,56,0.06,1.06,"moderate"
"pre","0","1",-0.129994351872732,41,"Right_Arcuate",27,56,-0.69,0.46,"negligible"
"pre","0","1",0.11777438642092,41,"Right_IFOF",27,56,-0.34,0.57,"negligible"
"pre","0","1",0.0379647402281847,41,"Right_ILF",27,56,-0.43,0.46,"negligible"
"pre","0","1",0.306931970134667,41,"Right_SLF",27,56,-0.14,0.83,"small"
"pre","0","1",0.00631269214142776,42,"Left_Arcuate",27,56,-0.49,0.49,"negligible"
"pre","0","1",0.382258698095646,42,"Left_IFOF",27,56,-0.09,0.91,"small"
"pre","0","1",0.158318698968839,42,"Left_ILF",27,56,-0.31,0.66,"negligible"
"pre","0","1",0.562921343122777,42,"Left_SLF",27,56,0.07,1.07,"moderate"
"pre","0","1",-0.12611413167091,42,"Right_Arcuate",27,56,-0.72,0.46,"negligible"
"pre","0","1",0.090633838840469,42,"Right_IFOF",27,56,-0.34,0.52,"negligible"
"pre","0","1",0.0672580592021545,42,"Right_ILF",27,56,-0.38,0.5,"negligible"
"pre","0","1",0.301007866151752,42,"Right_SLF",27,56,-0.13,0.82,"small"
"pre","0","1",0.0534599413871345,43,"Left_Arcuate",27,56,-0.44,0.55,"negligible"
"pre","0","1",0.359962568744519,43,"Left_IFOF",27,56,-0.12,0.83,"small"
"pre","0","1",0.147288829255191,43,"Left_ILF",27,56,-0.32,0.6,"negligible"
"pre","0","1",0.57069510984859,43,"Left_SLF",27,56,0.14,1.08,"moderate"
"pre","0","1",-0.122273426200177,43,"Right_Arcuate",27,56,-0.68,0.44,"negligible"
"pre","0","1",0.0830615178951854,43,"Right_IFOF",27,56,-0.38,0.53,"negligible"
"pre","0","1",0.0926295270763005,43,"Right_ILF",27,56,-0.3,0.52,"negligible"
"pre","0","1",0.279141476373183,43,"Right_SLF",27,56,-0.21,0.78,"small"
"pre","0","1",0.115490004634207,44,"Left_Arcuate",27,56,-0.37,0.62,"negligible"
"pre","0","1",0.373928723752937,44,"Left_IFOF",27,56,-0.11,0.86,"small"
"pre","0","1",0.139174139905475,44,"Left_ILF",27,56,-0.31,0.61,"negligible"
"pre","0","1",0.558899419287132,44,"Left_SLF",27,56,0.09,1.1,"moderate"
"pre","0","1",-0.109277449974435,44,"Right_Arcuate",27,56,-0.7,0.41,"negligible"
"pre","0","1",0.0943445711091968,44,"Right_IFOF",27,56,-0.33,0.5,"negligible"
"pre","0","1",0.116621530363893,44,"Right_ILF",27,56,-0.31,0.53,"negligible"
"pre","0","1",0.243764203734566,44,"Right_SLF",27,56,-0.23,0.76,"small"
"pre","0","1",0.207605191450694,45,"Left_Arcuate",27,56,-0.28,0.69,"small"
"pre","0","1",0.410648176414575,45,"Left_IFOF",27,56,-0.04,0.9,"small"
"pre","0","1",0.13743916716226,45,"Left_ILF",27,56,-0.33,0.6,"negligible"
"pre","0","1",0.524297992577672,45,"Left_SLF",27,56,0.08,0.98,"moderate"
"pre","0","1",-0.141108093377553,45,"Right_Arcuate",27,56,-0.66,0.47,"negligible"
"pre","0","1",0.115141805919361,45,"Right_IFOF",27,56,-0.35,0.54,"negligible"
"pre","0","1",0.151568842097281,45,"Right_ILF",27,56,-0.3,0.58,"negligible"
"pre","0","1",0.21000634422995,45,"Right_SLF",27,56,-0.26,0.73,"small"
"pre","0","1",0.325098696099753,46,"Left_Arcuate",27,56,-0.12,0.88,"small"
"pre","0","1",0.47213266689817,46,"Left_IFOF",27,56,0.02,0.99,"small"
"pre","0","1",0.154018991056322,46,"Left_ILF",27,56,-0.28,0.64,"negligible"
"pre","0","1",0.476202104647538,46,"Left_SLF",27,56,0.01,0.97,"small"
"pre","0","1",-0.21199443801634,46,"Right_Arcuate",27,56,-0.71,0.39,"small"
"pre","0","1",0.151676167290213,46,"Right_IFOF",27,56,-0.31,0.58,"negligible"
"pre","0","1",0.166692372609313,46,"Right_ILF",27,56,-0.29,0.57,"negligible"
"pre","0","1",0.187987629258093,46,"Right_SLF",27,56,-0.31,0.7,"negligible"
"pre","0","1",0.439595952197684,47,"Left_Arcuate",27,56,-0.07,0.94,"small"
"pre","0","1",0.534105881031649,47,"Left_IFOF",27,56,0.08,1.07,"moderate"
"pre","0","1",0.179343875951765,47,"Left_ILF",27,56,-0.28,0.65,"negligible"
"pre","0","1",0.426499507455729,47,"Left_SLF",27,56,-0.03,0.92,"small"
"pre","0","1",-0.207906544982243,47,"Right_Arcuate",27,56,-0.68,0.38,"small"
"pre","0","1",0.185960296868267,47,"Right_IFOF",27,56,-0.29,0.64,"negligible"
"pre","0","1",0.126013990348894,47,"Right_ILF",27,56,-0.32,0.55,"negligible"
"pre","0","1",0.179530675340502,47,"Right_SLF",27,56,-0.28,0.72,"negligible"
"pre","0","1",0.505211036547736,48,"Left_Arcuate",27,56,0.03,1.04,"moderate"
"pre","0","1",0.568156920965884,48,"Left_IFOF",27,56,0.12,1.13,"moderate"
"pre","0","1",0.204551344504292,48,"Left_ILF",27,56,-0.24,0.69,"small"
"pre","0","1",0.398454050596406,48,"Left_SLF",27,56,-0.07,0.88,"small"
"pre","0","1",-0.1165800089187,48,"Right_Arcuate",27,56,-0.61,0.45,"negligible"
"pre","0","1",0.229845893288531,48,"Right_IFOF",27,56,-0.25,0.65,"small"
"pre","0","1",0.0856387930959679,48,"Right_ILF",27,56,-0.36,0.53,"negligible"
"pre","0","1",0.173938236060229,48,"Right_SLF",27,56,-0.31,0.65,"negligible"
"pre","0","1",0.539345061521216,49,"Left_Arcuate",27,56,0.07,1.07,"moderate"
"pre","0","1",0.53785385650329,49,"Left_IFOF",27,56,0.06,1.04,"moderate"
"pre","0","1",0.223678834482958,49,"Left_ILF",27,56,-0.21,0.72,"small"
"pre","0","1",0.39570048186944,49,"Left_SLF",27,56,-0.09,0.9,"small"
"pre","0","1",0.0211300483380799,49,"Right_Arcuate",27,56,-0.48,0.64,"negligible"
"pre","0","1",0.275574519911398,49,"Right_IFOF",27,56,-0.18,0.71,"small"
"pre","0","1",0.0967584082942852,49,"Right_ILF",27,56,-0.37,0.55,"negligible"
"pre","0","1",0.16537403218376,49,"Right_SLF",27,56,-0.3,0.68,"negligible"
"pre","0","1",0.552680141664838,50,"Left_Arcuate",27,56,0.06,1.06,"moderate"
"pre","0","1",0.47292647115737,50,"Left_IFOF",27,56,-0.03,0.95,"small"
"pre","0","1",0.236908814089045,50,"Left_ILF",27,56,-0.2,0.7,"small"
"pre","0","1",0.396979090945933,50,"Left_SLF",27,56,-0.05,0.88,"small"
"pre","0","1",0.180412350828943,50,"Right_Arcuate",27,56,-0.31,0.75,"negligible"
"pre","0","1",0.293686818699549,50,"Right_IFOF",27,56,-0.15,0.76,"small"
"pre","0","1",0.119313675981128,50,"Right_ILF",27,56,-0.33,0.57,"negligible"
"pre","0","1",0.153621974713254,50,"Right_SLF",27,56,-0.33,0.69,"negligible"
"pre","0","1",0.528884954214888,51,"Left_Arcuate",27,56,0.07,1.08,"moderate"
"pre","0","1",0.433215984937726,51,"Left_IFOF",27,56,-0.03,0.9,"small"
"pre","0","1",0.243871496741032,51,"Left_ILF",27,56,-0.21,0.71,"small"
"pre","0","1",0.388297905529571,51,"Left_SLF",27,56,-0.12,0.89,"small"
"pre","0","1",0.369463326112609,51,"Right_Arcuate",27,56,-0.18,0.92,"small"
"pre","0","1",0.276439269462192,51,"Right_IFOF",27,56,-0.14,0.73,"small"
"pre","0","1",0.136389503084359,51,"Right_ILF",27,56,-0.32,0.58,"negligible"
"pre","0","1",0.138080639274931,51,"Right_SLF",27,56,-0.34,0.6,"negligible"
"pre","0","1",0.43348337237531,52,"Left_Arcuate",27,56,-0.04,0.99,"small"
"pre","0","1",0.401802810241668,52,"Left_IFOF",27,56,-0.03,0.86,"small"
"pre","0","1",0.241648289103825,52,"Left_ILF",27,56,-0.2,0.76,"small"
"pre","0","1",0.349188150491768,52,"Left_SLF",27,56,-0.12,0.87,"small"
"pre","0","1",0.463877940009193,52,"Right_Arcuate",27,56,-0.03,1.04,"small"
"pre","0","1",0.221767186229004,52,"Right_IFOF",27,56,-0.23,0.7,"small"
"pre","0","1",0.158748480943438,52,"Right_ILF",27,56,-0.3,0.6,"negligible"
"pre","0","1",0.126845030085155,52,"Right_SLF",27,56,-0.35,0.62,"negligible"
"pre","0","1",0.326095411184372,53,"Left_Arcuate",27,56,-0.16,0.9,"small"
"pre","0","1",0.370631835797014,53,"Left_IFOF",27,56,-0.06,0.83,"small"
"pre","0","1",0.249985010999526,53,"Left_ILF",27,56,-0.24,0.7,"small"
"pre","0","1",0.278069383041617,53,"Left_SLF",27,56,-0.17,0.81,"small"
"pre","0","1",0.417921831574515,53,"Right_Arcuate",27,56,-0.15,0.93,"small"
"pre","0","1",0.141642621768954,53,"Right_IFOF",27,56,-0.35,0.65,"negligible"
"pre","0","1",0.160346472589706,53,"Right_ILF",27,56,-0.3,0.6,"negligible"
"pre","0","1",0.115964625775993,53,"Right_SLF",27,56,-0.36,0.59,"negligible"
"pre","0","1",0.188551197879194,54,"Left_Arcuate",27,56,-0.29,0.71,"negligible"
"pre","0","1",0.348323405657248,54,"Left_IFOF",27,56,-0.12,0.84,"small"
"pre","0","1",0.277102573482368,54,"Left_ILF",27,56,-0.22,0.75,"small"
"pre","0","1",0.19137755738805,54,"Left_SLF",27,56,-0.29,0.73,"negligible"
"pre","0","1",0.334420936835324,54,"Right_Arcuate",27,56,-0.28,0.89,"small"
"pre","0","1",0.121138249544524,54,"Right_IFOF",27,56,-0.36,0.59,"negligible"
"pre","0","1",0.143974803572618,54,"Right_ILF",27,56,-0.3,0.59,"negligible"
"pre","0","1",0.0920873931691198,54,"Right_SLF",27,56,-0.37,0.59,"negligible"
"pre","0","1",0.0711456985036788,55,"Left_Arcuate",27,56,-0.4,0.64,"negligible"
"pre","0","1",0.285459315337545,55,"Left_IFOF",27,56,-0.2,0.75,"small"
"pre","0","1",0.308452340687076,55,"Left_ILF",27,56,-0.19,0.8,"small"
"pre","0","1",0.124969314612639,55,"Left_SLF",27,56,-0.36,0.65,"negligible"
"pre","0","1",0.242055949937685,55,"Right_Arcuate",27,56,-0.34,0.81,"small"
"pre","0","1",0.165208640943112,55,"Right_IFOF",27,56,-0.29,0.63,"negligible"
"pre","0","1",0.0815175855561323,55,"Right_ILF",27,56,-0.36,0.54,"negligible"
"pre","0","1",0.0625393721572429,55,"Right_SLF",27,56,-0.38,0.51,"negligible"
"pre","0","1",-0.0135673989988005,56,"Left_Arcuate",27,56,-0.46,0.48,"negligible"
"pre","0","1",0.255698388528823,56,"Left_IFOF",27,56,-0.2,0.74,"small"
"pre","0","1",0.32914202484695,56,"Left_ILF",27,56,-0.18,0.89,"small"
"pre","0","1",0.0837164509568149,56,"Left_SLF",27,56,-0.45,0.58,"negligible"
"pre","0","1",0.19433543702918,56,"Right_Arcuate",27,56,-0.35,0.8,"negligible"
"pre","0","1",0.212130403321506,56,"Right_IFOF",27,56,-0.24,0.7,"small"
"pre","0","1",-0.0205371325306653,56,"Right_ILF",27,56,-0.49,0.42,"negligible"
"pre","0","1",0.0321432674570357,56,"Right_SLF",27,56,-0.48,0.48,"negligible"
"pre","0","1",-0.0932989359495933,57,"Left_Arcuate",27,56,-0.61,0.4,"negligible"
"pre","0","1",0.261840238909064,57,"Left_IFOF",27,56,-0.21,0.75,"small"
"pre","0","1",0.355039328151097,57,"Left_ILF",27,56,-0.11,0.93,"small"
"pre","0","1",0.0668150602463791,57,"Left_SLF",27,56,-0.45,0.58,"negligible"
"pre","0","1",0.185622262448239,57,"Right_Arcuate",27,56,-0.38,0.8,"negligible"
"pre","0","1",0.235477191460483,57,"Right_IFOF",27,56,-0.23,0.68,"small"
"pre","0","1",-0.10748267485433,57,"Right_ILF",27,56,-0.57,0.38,"negligible"
"pre","0","1",0.00368469642922872,57,"Right_SLF",27,56,-0.45,0.47,"negligible"
"pre","0","1",-0.116440659726937,58,"Left_Arcuate",27,56,-0.66,0.36,"negligible"
"pre","0","1",0.307546838741845,58,"Left_IFOF",27,56,-0.17,0.8,"small"
"pre","0","1",0.369779941192692,58,"Left_ILF",27,56,-0.14,0.89,"small"
"pre","0","1",0.0517108559849528,58,"Left_SLF",27,56,-0.46,0.57,"negligible"
"pre","0","1",0.194286569563731,58,"Right_Arcuate",27,56,-0.29,0.84,"negligible"
"pre","0","1",0.252180248623072,58,"Right_IFOF",27,56,-0.19,0.73,"small"
"pre","0","1",-0.141578971010368,58,"Right_ILF",27,56,-0.63,0.34,"negligible"
"pre","0","1",-0.0196571074513294,58,"Right_SLF",27,56,-0.47,0.44,"negligible"
"pre","0","1",-0.100124661221847,59,"Left_Arcuate",27,56,-0.61,0.39,"negligible"
"pre","0","1",0.390131485422252,59,"Left_IFOF",27,56,-0.06,0.89,"small"
"pre","0","1",0.386626006107907,59,"Left_ILF",27,56,-0.12,0.96,"small"
"pre","0","1",0.043520213714967,59,"Left_SLF",27,56,-0.48,0.51,"negligible"
"pre","0","1",0.144224513979098,59,"Right_Arcuate",27,56,-0.35,0.76,"negligible"
"pre","0","1",0.300645102347739,59,"Right_IFOF",27,56,-0.17,0.79,"small"
"pre","0","1",-0.114760667496727,59,"Right_ILF",27,56,-0.6,0.34,"negligible"
"pre","0","1",-0.0215274298049843,59,"Right_SLF",27,56,-0.48,0.45,"negligible"
"pre","0","1",-0.0715881613994848,60,"Left_Arcuate",27,56,-0.53,0.44,"negligible"
"pre","0","1",0.476791463277744,60,"Left_IFOF",27,56,0.05,0.92,"small"
"pre","0","1",0.412525844284789,60,"Left_ILF",27,56,-0.09,0.99,"small"
"pre","0","1",0.0432113770380722,60,"Left_SLF",27,56,-0.41,0.51,"negligible"
"pre","0","1",0.0575729062335529,60,"Right_Arcuate",27,56,-0.54,0.64,"negligible"
"pre","0","1",0.380928492359306,60,"Right_IFOF",27,56,-0.07,0.88,"small"
"pre","0","1",-0.0504480758604702,60,"Right_ILF",27,56,-0.54,0.41,"negligible"
"pre","0","1",-0.0114952592620579,60,"Right_SLF",27,56,-0.46,0.49,"negligible"
"pre","0","1",-0.0425768907089441,61,"Left_Arcuate",27,56,-0.5,0.44,"negligible"
"pre","0","1",0.549633030252529,61,"Left_IFOF",27,56,0.12,1,"moderate"
"pre","0","1",0.429607185291646,61,"Left_ILF",27,56,-0.06,0.98,"small"
"pre","0","1",0.0562348353780147,61,"Left_SLF",27,56,-0.45,0.57,"negligible"
"pre","0","1",-0.0434771226853959,61,"Right_Arcuate",27,56,-0.57,0.51,"negligible"
"pre","0","1",0.458079668029161,61,"Right_IFOF",27,56,0.0064,0.95,"small"
"pre","0","1",0.0128545270599386,61,"Right_ILF",27,56,-0.45,0.45,"negligible"
"pre","0","1",0.00104501106013169,61,"Right_SLF",27,56,-0.46,0.52,"negligible"
"pre","0","1",-0.00298137713678015,62,"Left_Arcuate",27,56,-0.48,0.55,"negligible"
"pre","0","1",0.54716522039791,62,"Left_IFOF",27,56,0.15,1.05,"moderate"
"pre","0","1",0.432028114831074,62,"Left_ILF",27,56,-0.03,0.92,"small"
"pre","0","1",0.0483917816972994,62,"Left_SLF",27,56,-0.42,0.54,"negligible"
"pre","0","1",-0.0896721162256189,62,"Right_Arcuate",27,56,-0.68,0.44,"negligible"
"pre","0","1",0.564172355851692,62,"Right_IFOF",27,56,0.13,1.08,"moderate"
"pre","0","1",0.0389079101511626,62,"Right_ILF",27,56,-0.44,0.52,"negligible"
"pre","0","1",0.0108156132870835,62,"Right_SLF",27,56,-0.45,0.48,"negligible"
"pre","0","1",0.0484360115082463,63,"Left_Arcuate",27,56,-0.45,0.55,"negligible"
"pre","0","1",0.492838576265094,63,"Left_IFOF",27,56,0.04,1,"small"
"pre","0","1",0.411013398816042,63,"Left_ILF",27,56,-0.04,0.95,"small"
"pre","0","1",0.0135195494947856,63,"Left_SLF",27,56,-0.49,0.48,"negligible"
"pre","0","1",-0.0685207999654213,63,"Right_Arcuate",27,56,-0.6,0.49,"negligible"
"pre","0","1",0.719671863252026,63,"Right_IFOF",27,56,0.3,1.18,"moderate"
"pre","0","1",0.0521801359864598,63,"Right_ILF",27,56,-0.39,0.48,"negligible"
"pre","0","1",0.0159727351514853,63,"Right_SLF",27,56,-0.48,0.54,"negligible"
"pre","0","1",0.123674520259117,64,"Left_Arcuate",27,56,-0.39,0.72,"negligible"
"pre","0","1",0.458021722222449,64,"Left_IFOF",27,56,0.01,0.94,"small"
"pre","0","1",0.3681239101565,64,"Left_ILF",27,56,-0.15,0.87,"small"
"pre","0","1",-0.0305827895806569,64,"Left_SLF",27,56,-0.46,0.45,"negligible"
"pre","0","1",0.0107232514149295,64,"Right_Arcuate",27,56,-0.58,0.55,"negligible"
"pre","0","1",0.857952921572513,64,"Right_IFOF",27,56,0.39,1.38,"large"
"pre","0","1",0.0828531263805867,64,"Right_ILF",27,56,-0.36,0.56,"negligible"
"pre","0","1",0.0282158266199612,64,"Right_SLF",27,56,-0.47,0.53,"negligible"
"pre","0","1",0.204373478626944,65,"Left_Arcuate",27,56,-0.3,0.81,"small"
"pre","0","1",0.411423165629129,65,"Left_IFOF",27,56,-0.03,0.91,"small"
"pre","0","1",0.325857397811584,65,"Left_ILF",27,56,-0.14,0.85,"small"
"pre","0","1",-0.0760923061699932,65,"Left_SLF",27,56,-0.54,0.43,"negligible"
"pre","0","1",0.126049072520607,65,"Right_Arcuate",27,56,-0.47,0.66,"negligible"
"pre","0","1",0.821674777788341,65,"Right_IFOF",27,56,0.36,1.34,"large"
"pre","0","1",0.107013588899707,65,"Right_ILF",27,56,-0.31,0.54,"negligible"
"pre","0","1",0.0613505753539319,65,"Right_SLF",27,56,-0.42,0.56,"negligible"
"pre","0","1",0.263561073934423,66,"Left_Arcuate",27,56,-0.23,0.92,"small"
"pre","0","1",0.364888234063902,66,"Left_IFOF",27,56,-0.05,0.82,"small"
"pre","0","1",0.311583933747094,66,"Left_ILF",27,56,-0.15,0.82,"small"
"pre","0","1",-0.11421212376364,66,"Left_SLF",27,56,-0.62,0.43,"negligible"
"pre","0","1",0.240403111416633,66,"Right_Arcuate",27,56,-0.31,0.87,"small"
"pre","0","1",0.670501113006806,66,"Right_IFOF",27,56,0.23,1.24,"moderate"
"pre","0","1",0.0898184492438275,66,"Right_ILF",27,56,-0.38,0.55,"negligible"
"pre","0","1",0.099452280658184,66,"Right_SLF",27,56,-0.38,0.61,"negligible"
"pre","0","1",0.316388323020783,67,"Left_Arcuate",27,56,-0.18,0.88,"small"
"pre","0","1",0.350980824972474,67,"Left_IFOF",27,56,-0.13,0.81,"small"
"pre","0","1",0.309002719380917,67,"Left_ILF",27,56,-0.13,0.74,"small"
"pre","0","1",-0.107864576874684,67,"Left_SLF",27,56,-0.57,0.35,"negligible"
"pre","0","1",0.361538067262079,67,"Right_Arcuate",27,56,-0.14,0.98,"small"
"pre","0","1",0.474157327537627,67,"Right_IFOF",27,56,0.01,0.99,"small"
"pre","0","1",0.0580203931234922,67,"Right_ILF",27,56,-0.37,0.55,"negligible"
"pre","0","1",0.142905552611193,67,"Right_SLF",27,56,-0.36,0.62,"negligible"
"pre","0","1",0.341087196823332,68,"Left_Arcuate",27,56,-0.15,0.93,"small"
"pre","0","1",0.418459951237986,68,"Left_IFOF",27,56,-0.07,0.88,"small"
"pre","0","1",0.307831337217333,68,"Left_ILF",27,56,-0.14,0.78,"small"
"pre","0","1",-0.0736519846104302,68,"Left_SLF",27,56,-0.54,0.41,"negligible"
"pre","0","1",0.44184657863555,68,"Right_Arcuate",27,56,-0.11,1.06,"small"
"pre","0","1",0.281445050514186,68,"Right_IFOF",27,56,-0.2,0.81,"small"
"pre","0","1",0.0417280233232906,68,"Right_ILF",27,56,-0.41,0.54,"negligible"
"pre","0","1",0.220689589877041,68,"Right_SLF",27,56,-0.25,0.7,"small"
"pre","0","1",0.344865784118367,69,"Left_Arcuate",27,56,-0.16,0.96,"small"
"pre","0","1",0.514148164430356,69,"Left_IFOF",27,56,0.04,0.99,"moderate"
"pre","0","1",0.289845346157388,69,"Left_ILF",27,56,-0.18,0.74,"small"
"pre","0","1",-0.0375544020552648,69,"Left_SLF",27,56,-0.54,0.45,"negligible"
"pre","0","1",0.4985498151865,69,"Right_Arcuate",27,56,-0.07,1.1,"small"
"pre","0","1",0.149359316799268,69,"Right_IFOF",27,56,-0.31,0.66,"negligible"
"pre","0","1",-0.00737125339028505,69,"Right_ILF",27,56,-0.49,0.47,"negligible"
"pre","0","1",0.334305404382847,69,"Right_SLF",27,56,-0.1,0.81,"small"
"pre","0","1",0.317381580946748,70,"Left_Arcuate",27,56,-0.15,0.86,"small"
"pre","0","1",0.607098923197857,70,"Left_IFOF",27,56,0.14,1.15,"moderate"
"pre","0","1",0.298072078690754,70,"Left_ILF",27,56,-0.12,0.76,"small"
"pre","0","1",-0.0302239083645804,70,"Left_SLF",27,56,-0.54,0.47,"negligible"
"pre","0","1",0.507804257212925,70,"Right_Arcuate",27,56,0.02,1.15,"moderate"
"pre","0","1",0.104627676808257,70,"Right_IFOF",27,56,-0.4,0.65,"negligible"
"pre","0","1",-0.085393806867357,70,"Right_ILF",27,56,-0.52,0.36,"negligible"
"pre","0","1",0.453578928033445,70,"Right_SLF",27,56,-0.03,0.89,"small"
"pre","0","1",0.271445143914908,71,"Left_Arcuate",27,56,-0.24,0.79,"small"
"pre","0","1",0.621120352720608,71,"Left_IFOF",27,56,0.12,1.18,"moderate"
"pre","0","1",0.313354029013438,71,"Left_ILF",27,56,-0.16,0.76,"small"
"pre","0","1",-0.02349623289934,71,"Left_SLF",27,56,-0.56,0.48,"negligible"
"pre","0","1",0.453901272782501,71,"Right_Arcuate",27,56,-0.06,1.08,"small"
"pre","0","1",0.174132323495591,71,"Right_IFOF",27,56,-0.32,0.7,"negligible"
"pre","0","1",-0.12717957436596,71,"Right_ILF",27,56,-0.59,0.33,"negligible"
"pre","0","1",0.51292269747732,71,"Right_SLF",27,56,0.02,0.97,"moderate"
"pre","0","1",0.226517532018366,72,"Left_Arcuate",27,56,-0.28,0.74,"small"
"pre","0","1",0.597380433848292,72,"Left_IFOF",27,56,0.17,1.1,"moderate"
"pre","0","1",0.336452701040258,72,"Left_ILF",27,56,-0.12,0.82,"small"
"pre","0","1",-0.0192186308849517,72,"Left_SLF",27,56,-0.53,0.47,"negligible"
"pre","0","1",0.442060776158929,72,"Right_Arcuate",27,56,-0.1,1.13,"small"
"pre","0","1",0.310639911093731,72,"Right_IFOF",27,56,-0.17,0.83,"small"
"pre","0","1",-0.149543333193563,72,"Right_ILF",27,56,-0.62,0.34,"negligible"
"pre","0","1",0.490973382531878,72,"Right_SLF",27,56,0.03,0.96,"small"
"pre","0","1",0.219750812630823,73,"Left_Arcuate",27,56,-0.25,0.76,"small"
"pre","0","1",0.590008187327965,73,"Left_IFOF",27,56,0.13,1.03,"moderate"
"pre","0","1",0.34749006181887,73,"Left_ILF",27,56,-0.12,0.79,"small"
"pre","0","1",-0.0146474232821898,73,"Left_SLF",27,56,-0.53,0.47,"negligible"
"pre","0","1",0.420055983725937,73,"Right_Arcuate",27,56,-0.15,1.13,"small"
"pre","0","1",0.401532298044176,73,"Right_IFOF",27,56,-0.09,0.85,"small"
"pre","0","1",-0.0750999933188936,73,"Right_ILF",27,56,-0.5,0.42,"negligible"
"pre","0","1",0.442837843869514,73,"Right_SLF",27,56,-0.01,0.93,"small"
"pre","0","1",0.27590792236305,74,"Left_Arcuate",27,56,-0.24,0.82,"small"
"pre","0","1",0.567130154288195,74,"Left_IFOF",27,56,0.12,1.04,"moderate"
"pre","0","1",0.323826563886897,74,"Left_ILF",27,56,-0.16,0.79,"small"
"pre","0","1",0.00356467556066081,74,"Left_SLF",27,56,-0.49,0.54,"negligible"
"pre","0","1",0.433851669703708,74,"Right_Arcuate",27,56,-0.09,1.11,"small"
"pre","0","1",0.454606497749367,74,"Right_IFOF",27,56,-0.01,0.92,"small"
"pre","0","1",0.0671356837304186,74,"Right_ILF",27,56,-0.37,0.56,"negligible"
"pre","0","1",0.375094808754826,74,"Right_SLF",27,56,-0.03,0.85,"small"
"pre","0","1",0.376029827745814,75,"Left_Arcuate",27,56,-0.11,0.9,"small"
"pre","0","1",0.48424380997308,75,"Left_IFOF",27,56,0.06,0.97,"small"
"pre","0","1",0.27323890451033,75,"Left_ILF",27,56,-0.23,0.71,"small"
"pre","0","1",0.0316451916324383,75,"Left_SLF",27,56,-0.51,0.56,"negligible"
"pre","0","1",0.479694066365116,75,"Right_Arcuate",27,56,-0.05,1.18,"small"
"pre","0","1",0.374935627638888,75,"Right_IFOF",27,56,-0.08,0.9,"small"
"pre","0","1",0.23365121498285,75,"Right_ILF",27,56,-0.25,0.73,"small"
"pre","0","1",0.314684701711155,75,"Right_SLF",27,56,-0.11,0.78,"small"
"pre","0","1",0.459510869140599,76,"Left_Arcuate",27,56,-0.01,1.02,"small"
"pre","0","1",0.407004066782699,76,"Left_IFOF",27,56,-0.02,0.88,"small"
"pre","0","1",0.230032577366011,76,"Left_ILF",27,56,-0.25,0.66,"small"
"pre","0","1",0.053651632171827,76,"Left_SLF",27,56,-0.43,0.56,"negligible"
"pre","0","1",0.5200561400703,76,"Right_Arcuate",27,56,-0.03,1.15,"moderate"
"pre","0","1",0.153926173493487,76,"Right_IFOF",27,56,-0.34,0.7,"negligible"
"pre","0","1",0.38056148229107,76,"Right_ILF",27,56,-0.12,0.87,"small"
"pre","0","1",0.269661659392406,76,"Right_SLF",27,56,-0.17,0.75,"small"
"pre","0","1",0.466993588261685,77,"Left_Arcuate",27,56,-0.03,1.01,"small"
"pre","0","1",0.350962154853955,77,"Left_IFOF",27,56,-0.11,0.8,"small"
"pre","0","1",0.200800531611543,77,"Left_ILF",27,56,-0.27,0.66,"small"
"pre","0","1",0.0561969859909549,77,"Left_SLF",27,56,-0.43,0.57,"negligible"
"pre","0","1",0.477251634699095,77,"Right_Arcuate",27,56,-0.04,1.06,"small"
"pre","0","1",0.0300019034349943,77,"Right_IFOF",27,56,-0.44,0.51,"negligible"
"pre","0","1",0.482979646469884,77,"Right_ILF",27,56,0.01,0.95,"small"
"pre","0","1",0.266045475383131,77,"Right_SLF",27,56,-0.17,0.72,"small"
"pre","0","1",0.440792215037964,78,"Left_Arcuate",27,56,-0.04,0.97,"small"
