"time","intervention","tract","node","mean_fa","sd","se"
"ses-01","ActiveControl","Left_ILF",84,0.359813181818182,0.0393373341855102,0.00838674782787082
"ses-01","ActiveControl","Left_ILF",85,0.361081818181818,0.0421367792785041,0.00898359152709531
"ses-01","ActiveControl","Left_ILF",86,0.361526363636364,0.0456505864506694,0.00973273773333645
"ses-01","ActiveControl","Left_ILF",87,0.359505,0.0486811577659013,0.0103788577087106
"ses-01","ActiveControl","Left_ILF",88,0.355682272727273,0.0481608798895079,0.0102679340927596
"ses-01","ActiveControl","Left_ILF",89,0.349764545454545,0.0438079269547107,0.00933988140879856
"ses-01","ActiveControl","Left_ILF",90,0.344534090909091,0.0368363960363079,0.00785354602289982
"ses-01","ActiveControl","Left_ILF",91,0.340335454545455,0.0348955869398809,0.0074397641332321
"ses-01","ActiveControl","Left_ILF",92,0.338382272727273,0.037285012299955,0.00794919133167814
"ses-01","ActiveControl","Left_ILF",93,0.335766363636364,0.0394448620041716,0.00840967283583758
"ses-01","ActiveControl","Left_ILF",94,0.3313,0.0394981927253821,0.00842104298380343
"ses-01","ActiveControl","Left_ILF",95,0.324912272727273,0.0392644796381591,0.0083712151861858
