"time","intervention","tract","node","mean_fa","sd","se"
"ses-01","CONTROL","Right_Arcuate",89,0.43298380952381,0.0944500839320003,0.0206106980482535
"ses-01","CONTROL","Right_Arcuate",90,0.425911904761905,0.0918151352783977,0.0200357051121842
"ses-01","CONTROL","Right_Arcuate",91,0.416119523809524,0.0866162233346727,0.0189012095163018
"ses-01","CONTROL","Right_Arcuate",92,0.40097380952381,0.0796757008426151,0.0173866633409496
"ses-01","CONTROL","Right_Arcuate",93,0.381389523809524,0.0748860823168224,0.0163414828912158
"ses-01","CONTROL","Right_Arcuate",94,0.362877142857143,0.0733031716328057,0.0159960634613177
"ses-01","CONTROL","Right_Arcuate",95,0.351096190476191,0.066515303162219,0.0145148291244669
"ses-01","CONTROL","Right_Arcuate",96,0.339937619047619,0.0564563244379903,0.0123197800093369
"ses-01","CONTROL","Right_Arcuate",97,0.317644761904762,0.0464338047783129,0.0101326869143534
"ses-01","CONTROL","Right_Arcuate",98,0.286627142857143,0.0347220408592089,0.00757697050098449
"ses-01","CONTROL","Right_Arcuate",99,0.240633333333333,0.0230365110929006,0.00502697884909081
"ses-01","CONTROL","Right_IFOF",2,0.270734230769231,0.0188403263608839,0.00369489199063859
"ses-01","CONTROL","Right_IFOF",3,0.319150769230769,0.0256506316371472,0.00503050274053054
"ses-01","CONTROL","Right_IFOF",4,0.349881538461538,0.0308621564628667,0.00605256684752734
"ses-01","CONTROL","Right_IFOF",5,0.370469615384615,0.0337389862895457,0.00661675959458589
"ses-01","CONTROL","Right_IFOF",6,0.386995384615385,0.034482871600929,0.00676264750684044
"ses-01","CONTROL","Right_IFOF",7,0.401832692307692,0.0351247064679769,0.00688852168036281
"ses-01","CONTROL","Right_IFOF",8,0.415726538461538,0.0358598814211433,0.0070327013508282
"ses-01","CONTROL","Right_IFOF",9,0.427860384615385,0.0360244575232737,0.00706497737991412
"ses-01","CONTROL","Right_IFOF",10,0.441673461538462,0.0395342927537405,0.00775331270028511
"ses-01","CONTROL","Right_IFOF",11,0.457533846153846,0.044640091135832,0.00875464214577568
"ses-01","CONTROL","Right_IFOF",12,0.473303076923077,0.0483835253588848,0.0094887899977448
"ses-01","CONTROL","Right_IFOF",13,0.485800384615385,0.0539486547362041,0.0105802016627686
"ses-01","CONTROL","Right_IFOF",14,0.495951923076923,0.0592723933729173,0.0116242727086866
"ses-01","CONTROL","Right_IFOF",15,0.504339230769231,0.0603061725479624,0.0118270134850828
"ses-01","CONTROL","Right_IFOF",16,0.510887307692308,0.0580730330227511,0.0113890587921741
"ses-01","CONTROL","Right_IFOF",17,0.515932692307692,0.0574733956232059,0.011271460222891
"ses-01","CONTROL","Right_IFOF",18,0.520498846153846,0.0571627284392145,0.0112105333754523
"ses-01","CONTROL","Right_IFOF",19,0.524595,0.0570254367278323,0.0111836082556295
"ses-01","CONTROL","Right_IFOF",20,0.527691538461539,0.0557510863529892,0.0109336875853034
"ses-01","CONTROL","Right_IFOF",21,0.529721923076923,0.0537864053470191,0.0105483819396331
"ses-01","CONTROL","Right_IFOF",22,0.532395,0.0526108571494516,0.0103178379704575
"ses-01","CONTROL","Right_IFOF",23,0.535711923076923,0.0513163194330405,0.0100639582367244
"ses-01","CONTROL","Right_IFOF",24,0.539536153846154,0.0513081864872983,0.0100623632348382
"ses-01","CONTROL","Right_IFOF",25,0.540889230769231,0.0504215679980761,0.00988848304338983
"ses-01","CONTROL","Right_IFOF",26,0.539451538461539,0.0487873681759783,0.0095679900902365
"ses-01","CONTROL","Right_IFOF",27,0.536227692307692,0.0470038014043709,0.00921820386822797
"ses-01","CONTROL","Right_IFOF",28,0.532216538461539,0.045536369722876,0.00893041683827387
"ses-01","CONTROL","Right_IFOF",29,0.527110769230769,0.043141379108515,0.00846072053529316
"ses-01","CONTROL","Right_IFOF",30,0.521937307692308,0.0411786250919277,0.00807579280333311
"ses-01","CONTROL","Right_IFOF",31,0.519214230769231,0.0425961978747472,0.00835380169877674
"ses-01","CONTROL","Right_IFOF",32,0.517349230769231,0.0435231541065743,0.00853559277240494
"ses-01","CONTROL","Right_IFOF",33,0.51541,0.0412582147941474,0.00809140162812923
"ses-01","CONTROL","Right_IFOF",34,0.512655769230769,0.0381345779232525,0.00747880603743419
"ses-01","CONTROL","Right_IFOF",35,0.508664230769231,0.0362142099373245,0.00710219088999091
"ses-01","CONTROL","Right_IFOF",36,0.502952307692308,0.0351624802660668,0.00689592973165369
"ses-01","CONTROL","Right_IFOF",37,0.497091923076923,0.0354732171666716,0.00695687025164512
"ses-01","CONTROL","Right_IFOF",38,0.489926153846154,0.0359757142613651,0.00705541803977456
"ses-01","CONTROL","Right_IFOF",39,0.483301923076923,0.0370493738699299,0.00726598001266028
"ses-01","CONTROL","Right_IFOF",40,0.478021153846154,0.0377979714087328,0.00741279206874427
"ses-01","CONTROL","Right_IFOF",41,0.472665384615385,0.0363937785046586,0.00713740718340877
"ses-01","CONTROL","Right_IFOF",42,0.465711923076923,0.0339481961840956,0.00665778903053769
"ses-01","CONTROL","Right_IFOF",43,0.458155,0.0324491124377848,0.00636379451996273
"ses-01","CONTROL","Right_IFOF",44,0.449673461538462,0.0322586299699547,0.00632643783456032
"ses-01","CONTROL","Right_IFOF",45,0.441316923076923,0.0327756868143727,0.00642784102453432
"ses-01","CONTROL","Right_IFOF",46,0.434024230769231,0.0322846596603498,0.00633154267683943
"ses-01","CONTROL","Right_IFOF",47,0.42843,0.0310285732833464,0.00608520387118182
"ses-01","CONTROL","Right_IFOF",48,0.424473076923077,0.0297308853240842,0.00583070632399595
"ses-01","CONTROL","Right_IFOF",49,0.422413846153846,0.0286009900635517,0.00560911563238937
"ses-01","CONTROL","Right_IFOF",50,0.421596923076923,0.0283177945142952,0.00555357641578084
"ses-01","CONTROL","Right_IFOF",51,0.421068846153846,0.028068487857656,0.00550468335781655
"ses-01","CONTROL","Right_IFOF",52,0.42109,0.0288110455207721,0.00565031089682411
"ses-01","CONTROL","Right_IFOF",53,0.421403076923077,0.0305832093501295,0.00599786081786936
"ses-01","CONTROL","Right_IFOF",54,0.422614230769231,0.0320883513036213,0.00629304344062252
"ses-01","CONTROL","Right_IFOF",55,0.424194230769231,0.0333253197641765,0.00653563291439444
"ses-01","CONTROL","Right_IFOF",56,0.425102692307692,0.0344242501219931,0.00675115088895544
"ses-01","CONTROL","Right_IFOF",57,0.426174230769231,0.0362889335388162,0.00711684539391905
"ses-01","CONTROL","Right_IFOF",58,0.428109615384615,0.0381848688860674,0.00748866890669382
"ses-01","CONTROL","Right_IFOF",59,0.432921153846154,0.0404942319178347,0.00794157225911504
"ses-01","CONTROL","Right_IFOF",60,0.439414615384615,0.040836713602421,0.00800873844345171
"ses-01","CONTROL","Right_IFOF",61,0.445530769230769,0.0394977263065182,0.00774614142998012
"ses-01","CONTROL","Right_IFOF",62,0.450969230769231,0.0371041261234464,0.00727671781301003
"ses-01","CONTROL","Right_IFOF",63,0.455477692307692,0.0351193354501696,0.00688746833710868
"ses-01","CONTROL","Right_IFOF",64,0.455883846153846,0.0341303827200251,0.00669351874983838
"ses-01","CONTROL","Right_IFOF",65,0.449941538461539,0.0363024836276867,0.00711950278497912
"ses-01","CONTROL","Right_IFOF",66,0.439476923076923,0.0440386072231383,0.00863668144547039
"ses-01","CONTROL","Right_IFOF",67,0.427479615384615,0.0540537316736426,0.0106008089456312
"ses-01","CONTROL","Right_IFOF",68,0.418008461538462,0.0619274063847216,0.0121449635993033
"ses-01","CONTROL","Right_IFOF",69,0.413140769230769,0.0682735827050596,0.0133895511721535
"ses-01","CONTROL","Right_IFOF",70,0.414163846153846,0.0703681859977603,0.0138003366745656
"ses-01","CONTROL","Right_IFOF",71,0.420375769230769,0.064738570523179,0.0126962782453766
"ses-01","CONTROL","Right_IFOF",72,0.424583846153846,0.0544355386178495,0.010675687447898
"ses-01","CONTROL","Right_IFOF",73,0.424054615384615,0.0454941822417565,0.00892214319252549
"ses-01","CONTROL","Right_IFOF",74,0.419801153846154,0.0394208223482893,0.00773105932291545
"ses-01","CONTROL","Right_IFOF",75,0.412373076923077,0.0358785250275683,0.00703635766286531
"ses-01","CONTROL","Right_IFOF",76,0.404189230769231,0.0380137268810178,0.00745510519810371
"ses-01","CONTROL","Right_IFOF",77,0.400412307692308,0.0431107537681904,0.0084547144119114
"ses-01","CONTROL","Right_IFOF",78,0.40207,0.0456125643216866,0.00894535982851101
"ses-01","CONTROL","Right_IFOF",79,0.405001923076923,0.0445428045833875,0.00873556268310935
"ses-01","CONTROL","Right_IFOF",80,0.405063076923077,0.0427382632093753,0.00838166300314114
"ses-01","CONTROL","Right_IFOF",81,0.401570769230769,0.0406605128273687,0.00797418262844011
"ses-01","CONTROL","Right_IFOF",82,0.399486923076923,0.0398617530742671,0.0078175329527579
"ses-01","CONTROL","Right_IFOF",83,0.401700384615385,0.0398805780781341,0.00782122483976026
"ses-01","CONTROL","Right_IFOF",84,0.403359230769231,0.0377120487826453,0.00739594125539505
"ses-01","CONTROL","Right_IFOF",85,0.399471923076923,0.0358513019031924,0.00703101876892631
"ses-01","CONTROL","Right_IFOF",86,0.390163846153846,0.0361943698469166,0.00709829992813931
"ses-01","CONTROL","Right_IFOF",87,0.383290384615385,0.0376320638265582,0.00738025491493807
"ses-01","CONTROL","Right_IFOF",88,0.381290384615385,0.0356712760052981,0.0069957127856065
"ses-01","CONTROL","Right_IFOF",89,0.385161538461538,0.0360125208995213,0.00706263641539721
"ses-01","CONTROL","Right_IFOF",90,0.390540769230769,0.0422580433927627,0.0082874841486903
"ses-01","CONTROL","Right_IFOF",91,0.391252307692308,0.0524407283174208,0.0102844729614441
"ses-01","CONTROL","Right_IFOF",92,0.386943461538462,0.0602052870065284,0.0118072282026055
"ses-01","CONTROL","Right_IFOF",93,0.381723846153846,0.0617346558151528,0.0121071621025538
"ses-01","CONTROL","Right_IFOF",94,0.375604230769231,0.0583887367339337,0.01145097338386
"ses-01","CONTROL","Right_IFOF",95,0.366744230769231,0.0533844390191057,0.0104695498569471
"ses-01","CONTROL","Right_IFOF",96,0.352378461538462,0.0451593916426967,0.00885648535415728
"ses-01","CONTROL","Right_IFOF",97,0.333063076923077,0.0366838006503395,0.00719428520572418
"ses-01","CONTROL","Right_IFOF",98,0.299295384615385,0.0225700981355012,0.00442636041602403
"ses-01","CONTROL","Right_IFOF",99,0.252383846153846,0.0135368758809182,0.00265479977961098
"ses-01","CONTROL","Right_ILF",2,0.232163846153846,0.0109357077784378,0.00214466874450779
"ses-01","CONTROL","Right_ILF",3,0.273270769230769,0.0180273041629805,0.00353544521940424
"ses-01","CONTROL","Right_ILF",4,0.304515,0.024977240560158,0.00489843988507487
"ses-01","CONTROL","Right_ILF",5,0.328366153846154,0.0302012460771966,0.00592295165701704
"ses-01","CONTROL","Right_ILF",6,0.347527307692308,0.034309880857583,0.00672872123084074
"ses-01","CONTROL","Right_ILF",7,0.361256538461538,0.0373369455571618,0.00732237746053536
"ses-01","CONTROL","Right_ILF",8,0.370788461538462,0.0382436664238467,0.00750020005255876
"ses-01","CONTROL","Right_ILF",9,0.378343461538462,0.0377692924945446,0.0074071676709337
"ses-01","CONTROL","Right_ILF",10,0.387344230769231,0.0373210667771517,0.00731926337556907
"ses-01","CONTROL","Right_ILF",11,0.396435769230769,0.0396461318338197,0.00777524614842765
"ses-01","CONTROL","Right_ILF",12,0.407265769230769,0.0428837280257281,0.00841019100072282
"ses-01","CONTROL","Right_ILF",13,0.419170384615385,0.0449177588470991,0.00880909726416206
"ses-01","CONTROL","Right_ILF",14,0.430667307692308,0.0469664194554103,0.00921087266487387
"ses-01","CONTROL","Right_ILF",15,0.441568846153846,0.0499676862243529,0.00979946950411757
"ses-01","CONTROL","Right_ILF",16,0.452171538461538,0.053756665721922,0.0105425495192986
"ses-01","CONTROL","Right_ILF",17,0.462729230769231,0.0570337659933536,0.0111852417589921
"ses-01","CONTROL","Right_ILF",18,0.472902692307692,0.0577384542611035,0.0113234424985404
"ses-01","CONTROL","Right_ILF",19,0.482074615384615,0.057617160723574,0.0112996548787429
"ses-01","CONTROL","Right_ILF",20,0.488859230769231,0.0577886318178984,0.0113332831270497
"ses-01","CONTROL","Right_ILF",21,0.493118461538462,0.0596034312899724,0.0116891945855637
"ses-01","CONTROL","Right_ILF",22,0.495927307692308,0.0620969794793719,0.0121782196192495
"ses-01","CONTROL","Right_ILF",23,0.497636153846154,0.063940723053586,0.0125398074832103
"ses-01","CONTROL","Right_ILF",24,0.500010384615385,0.0652646373149055,0.0127994484313946
"ses-01","CONTROL","Right_ILF",25,0.502928076923077,0.0653763714514185,0.0128213612984105
"ses-01","CONTROL","Right_ILF",26,0.507735,0.0638942637957431,0.0125306960731207
"ses-01","CONTROL","Right_ILF",27,0.512402692307692,0.0597759653076514,0.0117230312902908
"ses-01","CONTROL","Right_ILF",28,0.516418461538462,0.0562227550155492,0.0110261894204705
"ses-01","CONTROL","Right_ILF",29,0.519883076923077,0.0528734455672585,0.0103693357960899
"ses-01","CONTROL","Right_ILF",30,0.522478076923077,0.0513802542632269,0.0100764968885213
"ses-01","CONTROL","Right_ILF",31,0.523901538461538,0.052216346612325,0.010240468088645
"ses-01","CONTROL","Right_ILF",32,0.523917307692308,0.0538401614082047,0.0105589243705931
"ses-01","CONTROL","Right_ILF",33,0.522885384615385,0.0533159523768089,0.0104561185213512
"ses-01","CONTROL","Right_ILF",34,0.521800769230769,0.0499094886307665,0.00978805601698907
"ses-01","CONTROL","Right_ILF",35,0.519496153846154,0.0454774823469306,0.00891886807369502
"ses-01","CONTROL","Right_ILF",36,0.517298076923077,0.0408827973621405,0.00801777621230055
"ses-01","CONTROL","Right_ILF",37,0.514088846153846,0.0367603629282327,0.00720930030376198
"ses-01","CONTROL","Right_ILF",38,0.510522307692308,0.034293996478415,0.00672560604778924
"ses-01","CONTROL","Right_ILF",39,0.506420769230769,0.033359920494279,0.00654241867585509
"ses-01","CONTROL","Right_ILF",40,0.503699230769231,0.0324965753177872,0.00637310275655133
"ses-01","CONTROL","Right_ILF",41,0.503035,0.0324807069196469,0.00636999070763723
"ses-01","CONTROL","Right_ILF",42,0.503766923076923,0.0350548287993801,0.00687481754206513
"ses-01","CONTROL","Right_ILF",43,0.505619230769231,0.0379074641645233,0.00743426536483551
"ses-01","CONTROL","Right_ILF",44,0.507942692307692,0.0393137419798922,0.00771005913491624
"ses-01","CONTROL","Right_ILF",45,0.510286153846154,0.0401539249465776,0.00787483257115151
"ses-01","CONTROL","Right_ILF",46,0.511487307692308,0.0412958742305032,0.00809878725123882
"ses-01","CONTROL","Right_ILF",47,0.509184230769231,0.0424710297660019,0.00832925421304706
"ses-01","CONTROL","Right_ILF",48,0.504802692307692,0.0440158683710947,0.00863222198969014
"ses-01","CONTROL","Right_ILF",49,0.500549615384615,0.0444350733075366,0.00871443484165597
"ses-01","CONTROL","Right_ILF",50,0.496798846153846,0.0440134942331938,0.00863175638294072
"ses-01","CONTROL","Right_ILF",51,0.492958846153846,0.0426025818303936,0.00835505369548502
"ses-01","CONTROL","Right_ILF",52,0.488993846153846,0.0413969135155676,0.00811860268532278
"ses-01","CONTROL","Right_ILF",53,0.484077692307692,0.0410111855286035,0.00804295520330474
"ses-01","CONTROL","Right_ILF",54,0.477933461538462,0.041316646228106,0.00810286097512777
"ses-01","CONTROL","Right_ILF",55,0.46933,0.0422910576836286,0.00829395878381924
"ses-01","CONTROL","Right_ILF",56,0.458749615384615,0.043573819523266,0.00854552907811167
"ses-01","CONTROL","Right_ILF",57,0.447189615384615,0.0449377441784315,0.00881301671010242
"ses-01","CONTROL","Right_ILF",58,0.43696,0.0456001943855506,0.0089429338844441
"ses-01","CONTROL","Right_ILF",59,0.429875,0.045684375381524,0.0089594431360265
"ses-01","CONTROL","Right_ILF",60,0.424976153846154,0.0455429699582206,0.00893171125092065
"ses-01","CONTROL","Right_ILF",61,0.420362307692308,0.0451952833209566,0.00886352429138124
"ses-01","CONTROL","Right_ILF",62,0.416243461538462,0.0440997031230196,0.0086486633372279
"ses-01","CONTROL","Right_ILF",63,0.412866538461538,0.0431583663214731,0.00846405200184526
"ses-01","CONTROL","Right_ILF",64,0.410523846153846,0.0417320773580154,0.00818433372274171
"ses-01","CONTROL","Right_ILF",65,0.408273076923077,0.040214763534725,0.00788676399992624
"ses-01","CONTROL","Right_ILF",66,0.404439230769231,0.0400161292404027,0.00784780860981786
"ses-01","CONTROL","Right_ILF",67,0.400377692307692,0.040392803646956,0.00792168053863655
"ses-01","CONTROL","Right_ILF",68,0.396783461538462,0.0406092460350899,0.00796412838327745
"ses-01","CONTROL","Right_ILF",69,0.392424615384615,0.0401246318593224,0.00786908772409277
"ses-01","CONTROL","Right_ILF",70,0.388201923076923,0.0387580605313765,0.00760108103686535
"ses-01","CONTROL","Right_ILF",71,0.385473461538462,0.036891842344053,0.00723508553864288
"ses-01","CONTROL","Right_ILF",72,0.38418,0.0340690330945861,0.0066814870984051
"ses-01","CONTROL","Right_ILF",73,0.385057307692308,0.0319998018190978,0.0062756774579493
"ses-01","CONTROL","Right_ILF",74,0.386837692307692,0.0326769471410892,0.00640847658142515
"ses-01","CONTROL","Right_ILF",75,0.389329230769231,0.0373221714184024,0.00731948001354188
"ses-01","CONTROL","Right_ILF",76,0.390986538461539,0.0413739421319562,0.00811409762635013
"ses-01","CONTROL","Right_ILF",77,0.392066923076923,0.0454625981456609,0.00891594904166738
"ses-01","CONTROL","Right_ILF",78,0.390435769230769,0.0479342476459641,0.00940067938908308
"ses-01","CONTROL","Right_ILF",79,0.387697307692308,0.0502074428392996,0.00984648964481473
"ses-01","CONTROL","Right_ILF",80,0.384336538461539,0.0527891836604665,0.0103528106765905
"ses-01","CONTROL","Right_ILF",81,0.382410769230769,0.0558602781892877,0.0109551018662269
"ses-01","CONTROL","Right_ILF",82,0.380065384615385,0.0596411323990931,0.0116965883813749
"ses-01","CONTROL","Right_ILF",83,0.377191153846154,0.0610198127382851,0.0119669698410882
"ses-01","CONTROL","Right_ILF",84,0.374823846153846,0.0582919748903345,0.0114319968250645
"ses-01","CONTROL","Right_ILF",85,0.369729230769231,0.0527639658041794,0.010347865048079
"ses-01","CONTROL","Right_ILF",86,0.36358,0.0474087697372543,0.00929762469252642
"ses-01","CONTROL","Right_ILF",87,0.359851923076923,0.0419725863886638,0.0082315014242983
"ses-01","CONTROL","Right_ILF",88,0.357267307692308,0.0423653970648398,0.00830853793595095
"ses-01","CONTROL","Right_ILF",89,0.357298846153846,0.047815652025413,0.00937742087433628
"ses-01","CONTROL","Right_ILF",90,0.357583461538462,0.0519265156113759,0.0101836275528956
"ses-01","CONTROL","Right_ILF",91,0.356765,0.0494622969341295,0.00970035450977873
"ses-01","CONTROL","Right_ILF",92,0.355513076923077,0.0427198501653955,0.00837805190811969
"ses-01","CONTROL","Right_ILF",93,0.349715,0.0389982874752213,0.00764819341664825
"ses-01","CONTROL","Right_ILF",94,0.340524615384615,0.0400442412569667,0.00785332182985733
"ses-01","CONTROL","Right_ILF",95,0.331,0.0397491279904352,0.00779544535659717
"ses-01","CONTROL","Right_ILF",96,0.319716153846154,0.0344379092369932,0.00675382966179868
"ses-01","CONTROL","Right_ILF",97,0.303229615384615,0.0320284675225986,0.00628129926493089
"ses-01","CONTROL","Right_ILF",98,0.274439615384615,0.0272775899933655,0.00534957552538285
"ses-01","CONTROL","Right_ILF",99,0.231612692307692,0.0131353771343475,0.0025760593971707
"ses-01","CONTROL","Right_SLF",2,0.210409615384615,0.00503554126645327,0.000987550891505653
"ses-01","CONTROL","Right_SLF",3,0.239819230769231,0.0118034665833651,0.00231485024756226
"ses-01","CONTROL","Right_SLF",4,0.266892307692308,0.019303426288137,0.00378571335855425
"ses-01","CONTROL","Right_SLF",5,0.290721923076923,0.0281599879288654,0.005522627998147
"ses-01","CONTROL","Right_SLF",6,0.312063846153846,0.0382736155675863,0.00750607356287966
"ses-01","CONTROL","Right_SLF",7,0.331834615384615,0.0492472884314066,0.00965818787320286
"ses-01","CONTROL","Right_SLF",8,0.350327692307692,0.0588523750621973,0.011541900340901
"ses-01","CONTROL","Right_SLF",9,0.366607307692308,0.0647598662480208,0.0127004546806276
"ses-01","CONTROL","Right_SLF",10,0.380040769230769,0.0669671865870489,0.0131333458145297
"ses-01","CONTROL","Right_SLF",11,0.390781153846154,0.0666136523740846,0.013064012051044
"ses-01","CONTROL","Right_SLF",12,0.399912307692308,0.0647901821147428,0.0127064001112425
"ses-01","CONTROL","Right_SLF",13,0.408328461538462,0.062586318613084,0.012274186918925
"ses-01","CONTROL","Right_SLF",14,0.415100769230769,0.0595705549360136,0.0116827470020879
"ses-01","CONTROL","Right_SLF",15,0.420471153846154,0.0571352488278067,0.0112051441802679
"ses-01","CONTROL","Right_SLF",16,0.425037692307692,0.0561075724163997,0.0110036002542901
"ses-01","CONTROL","Right_SLF",17,0.428496923076923,0.056204108089657,0.0110225324574323
"ses-01","CONTROL","Right_SLF",18,0.431108846153846,0.0553865362214987,0.0108621934224514
"ses-01","CONTROL","Right_SLF",19,0.434133461538462,0.0536719267358501,0.0105259308368547
"ses-01","CONTROL","Right_SLF",20,0.437103846153846,0.0531860663765933,0.0104306457809804
"ses-01","CONTROL","Right_SLF",21,0.438273461538462,0.0538546270578347,0.0105617613178908
"ses-01","CONTROL","Right_SLF",22,0.437144230769231,0.0555182914126922,0.0108880327413326
"ses-01","CONTROL","Right_SLF",23,0.435511538461538,0.0585995938342448,0.0114923258634395
"ses-01","CONTROL","Right_SLF",24,0.433129230769231,0.0621302422929817,0.0121847429936985
"ses-01","CONTROL","Right_SLF",25,0.429331538461538,0.0655011694974866,0.0128458362088782
"ses-01","CONTROL","Right_SLF",26,0.424848076923077,0.0688769574832821,0.0135078827016983
"ses-01","CONTROL","Right_SLF",27,0.420800769230769,0.0710987703929162,0.0139436160625359
"ses-01","CONTROL","Right_SLF",28,0.417823846153846,0.0705501918396781,0.0138360309568551
"ses-01","CONTROL","Right_SLF",29,0.416365384615385,0.0680933868290171,0.0133542118533762
"ses-01","CONTROL","Right_SLF",30,0.415927692307692,0.0654352404936479,0.0128329064674518
"ses-01","CONTROL","Right_SLF",31,0.416802692307692,0.0632415611798249,0.0124026905586923
"ses-01","CONTROL","Right_SLF",32,0.419132692307692,0.0619566069153366,0.0121506902945115
"ses-01","CONTROL","Right_SLF",33,0.422723076923077,0.0616647741109448,0.0120934571728076
"ses-01","CONTROL","Right_SLF",34,0.427488461538462,0.0616885428385082,0.0120981186037945
"ses-01","CONTROL","Right_SLF",35,0.433776923076923,0.0620467158692049,0.0121683621142855
"ses-01","CONTROL","Right_SLF",36,0.440417692307692,0.063645894592358,0.0124819868648655
"ses-01","CONTROL","Right_SLF",37,0.446458846153846,0.0662914724728255,0.0130008273739899
"ses-01","CONTROL","Right_SLF",38,0.451509615384615,0.0690729063225673,0.0135463114307437
"ses-01","CONTROL","Right_SLF",39,0.455858461538462,0.0716687765595204,0.0140554034689352
"ses-01","CONTROL","Right_SLF",40,0.459475,0.0736423365870475,0.014442450433997
"ses-01","CONTROL","Right_SLF",41,0.462020384615385,0.0745576886702247,0.0146219657468404
"ses-01","CONTROL","Right_SLF",42,0.463198846153846,0.0748585801803333,0.0146809754268988
"ses-01","CONTROL","Right_SLF",43,0.463322307692308,0.075240628721865,0.0147559013102992
"ses-01","CONTROL","Right_SLF",44,0.462621538461539,0.0755301529029199,0.0148126816737167
"ses-01","CONTROL","Right_SLF",45,0.461876923076923,0.0750025570107703,0.0147092116064336
"ses-01","CONTROL","Right_SLF",46,0.461140769230769,0.0732880595962577,0.014372970999795
"ses-01","CONTROL","Right_SLF",47,0.459909615384615,0.0701817028850551,0.0137637643272334
"ses-01","CONTROL","Right_SLF",48,0.45848,0.066823767627993,0.0131052190425741
"ses-01","CONTROL","Right_SLF",49,0.457169615384615,0.0639147896174755,0.0125347215179494
"ses-01","CONTROL","Right_SLF",50,0.455443461538462,0.0614185955516606,0.0120451775852069
"ses-01","CONTROL","Right_SLF",51,0.453267692307692,0.0595468165602624,0.0116780915235811
"ses-01","CONTROL","Right_SLF",52,0.450842692307692,0.0581939147717486,0.0114127656535962
"ses-01","CONTROL","Right_SLF",53,0.448364615384615,0.0567718940484299,0.0111338844452525
"ses-01","CONTROL","Right_SLF",54,0.445068461538462,0.0553361410069266,0.01085231010774
"ses-01","CONTROL","Right_SLF",55,0.441352692307692,0.0537276581702715,0.0105368606703791
"ses-01","CONTROL","Right_SLF",56,0.437797307692308,0.0525477212870505,0.0103054560091348
"ses-01","CONTROL","Right_SLF",57,0.434943846153846,0.0518269245915228,0.0101640961469875
"ses-01","CONTROL","Right_SLF",58,0.432893846153846,0.0518907420703865,0.0101766117842966
"ses-01","CONTROL","Right_SLF",59,0.431821538461539,0.0530671683580202,0.0104073279611023
"ses-01","CONTROL","Right_SLF",60,0.430891153846154,0.0549890566805377,0.0107842412710816
"ses-01","CONTROL","Right_SLF",61,0.429841153846154,0.0567634331116026,0.0111322251190223
"ses-01","CONTROL","Right_SLF",62,0.428591923076923,0.0574638997645813,0.0112695979317977
"ses-01","CONTROL","Right_SLF",63,0.426963461538462,0.0576897846723184,0.0113138976068891
"ses-01","CONTROL","Right_SLF",64,0.424597307692308,0.0570656714712229,0.0111914989380016
"ses-01","CONTROL","Right_SLF",65,0.422223076923077,0.0532794704755391,0.0104489638318717
"ses-01","CONTROL","Right_SLF",66,0.419416153846154,0.0480741306797677,0.00942811270904405
"ses-01","CONTROL","Right_SLF",67,0.416781923076923,0.0430699341090028,0.00844670901811388
"ses-01","CONTROL","Right_SLF",68,0.415349615384615,0.0380988494819221,0.00747179911360596
"ses-01","CONTROL","Right_SLF",69,0.41568,0.0348882293044517,0.0068421446930038
"ses-01","CONTROL","Right_SLF",70,0.417692307692308,0.0359238251089933,0.00704524173975582
"ses-01","CONTROL","Right_SLF",71,0.419330769230769,0.0380136972075148,0.00745509937865098
"ses-01","CONTROL","Right_SLF",72,0.420526153846154,0.0386768654445443,0.00758515737024361
"ses-01","CONTROL","Right_SLF",73,0.421661538461539,0.0382719717487676,0.00750575118348606
"ses-01","CONTROL","Right_SLF",74,0.42181,0.0379466077535265,0.00744194205422627
"ses-01","CONTROL","Right_SLF",75,0.420751538461539,0.0398093766534778,0.00780726109154031
"ses-01","CONTROL","Right_SLF",76,0.420135384615385,0.0403788304170162,0.00791894016278537
"ses-01","CONTROL","Right_SLF",77,0.420611923076923,0.0360003272228718,0.00706024503865958
"ses-01","CONTROL","Right_SLF",78,0.421195769230769,0.0322069331881292,0.0063162992615096
"ses-01","CONTROL","Right_SLF",79,0.420498461538462,0.0313741131115839,0.00615296980683206
"ses-01","CONTROL","Right_SLF",80,0.418866538461539,0.0320318761164322,0.00628196774517979
"ses-01","CONTROL","Right_SLF",81,0.416446153846154,0.0334588254518204,0.00656181553387412
"ses-01","CONTROL","Right_SLF",82,0.413737307692308,0.0333722909681301,0.0065448447253766
"ses-01","CONTROL","Right_SLF",83,0.411811923076923,0.0309768636268078,0.00607506277319213
"ses-01","CONTROL","Right_SLF",84,0.409833461538462,0.0319569117334335,0.00626726602011307
"ses-01","CONTROL","Right_SLF",85,0.405676538461538,0.038723860028908,0.00759437376650145
"ses-01","CONTROL","Right_SLF",86,0.400076538461538,0.0478800244730353,0.00939004534997336
"ses-01","CONTROL","Right_SLF",87,0.393401923076923,0.0533970161727586,0.0104720164397125
"ses-01","CONTROL","Right_SLF",88,0.385509230769231,0.0531036904874286,0.0104144905399688
"ses-01","CONTROL","Right_SLF",89,0.376273846153846,0.0476025141417487,0.0093356210963405
"ses-01","CONTROL","Right_SLF",90,0.365906538461539,0.0405247704933472,0.00794756136651717
"ses-01","CONTROL","Right_SLF",91,0.354388461538462,0.0330139633115817,0.0064745708902612
